,id_segment,text_segment,relevance_label,relevance_type_norm
136,1-s2.0-S016788090800131X-main_94,"They were generally small in size (4-6 ha/farmer), being put under [cultivation] for longer period by migrant farmers who also put higher labor input than the natives while they both had similar off-farm activities and farming techniques",0,
137,1-s2.0-S095937809800003X-main_240,"Thus, changes in [land use] strategies result not only in a simple expansion of fields to new and less attractive land",2,"LULCC, PRACTICES"
138,1-s2.0-S030438781000043X-mainext_563c,"Thus, he argues that secure rights: have value in those villages other than Sayero where shifting [cultivation] has evolved into increasingly intensive grass [fallow] systems",1,PRACTICES
139,1-s2.0-S095937809800003X-main_151,"Thus, the coherence between spatially related socio-economic characteristics of the households, agricultural strategies and pastoral strategies at the household level and the [land use] patterns can be investigated.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Results of the [land use] analysis', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_9', '#text': '3c'}, '#text': 'Farmers in Yomboli distinguish between four main landscape units: the dune, the pediplain, the piedmont and the border of the mare",1,LULC
140,1-s2.0-S0140196313000608-main_1,"Title Content: @level: a @type: main #text: Scientific documentation of [crop] land changes in the Sahel: A half empty box of knowledge to support policy? Title Content: @level: a @type: main #text: Scientific documentation of [crop] land changes in the Sahel: A half empty box of knowledge to support policy? Title Content: [{'@level': 'j', '@type': 'main', '#text': 'Journal of Arid Environments'}, {'@level': 'j', '@type': 'abbrev', '#text': 'Journal of Arid Environments'}] Abstract Content: div: {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'p': 'The Sahel has been subject of considerable environmental research and development efforts, specifically since the droughts of the 1970s and 1980s",0,
141,1-s2.0-S0304387816300670-main_398,"To identify rainfall effects on lights, in principle we want to control for timeinvariant [city] conditions, year effects (to account for annual differences in sensor settings across and within satellites), and possibly for [city]-specific linear growth trends",0,
142,1-s2.0-S0303243414001718-main_43,To investigate and quantify [land cover] changes over 44 years including aspects of degradation and human expansion,1,LULCC
143,1-s2.0-S0301479717300713-main_155,"Today, these areas are free from diseases and are, therefore, threatened by [agriculture]",1,LULCC
144,1-s2.0-S0006320709005400-main_158,"Tree cover, in both dense [forest] and the agricultural mosaics, is lost as a result",1,LULCC
145,1-s2.0-S0140196313000608-main_192,"trees on agricultural fields, use of more inputs, and construction of anti-[erosion] barriers on sloped fields to prevent [erosion]) .'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '6.', '#text': 'Discussion and conclusions'}, 'p': [{'ref': [{'@type': 'bibr', '@target': '#b46', '#text': '(Messerli et al., 2009;'}, {'@type': 'bibr', '@target': '#b72', '#text': 'Rudel, 2008)'}, {'@type': 'bibr', '@target': '#b46', '#text': '(Messerli et al., 2009)'}, {'@type': 'bibr', '@target': '#b72', '#text': '(Rudel, 2008)'}], '#text': 'This study, based on a meta-analysis of local case studies, has been useful in making qualitative assessments of published documentation of [crop] land changes in the Sahel",0,
146,1-s2.0-S0301479717300713-main_558,"Usually, it's the people who are in the [urban] areas who do this vegetable production",1,PRACTICES
147,1-s2.0-S0304387816300670-main_310,"Very modest trimming initially gives smaller magnitudes than in Table , but then coefficients stabilize at the point we report where we trim 6 from each of the top and bottom values of growth in moisture and growth in [urban] share, which is about 3.2% of the sample overall",0,
148,1-s2.0-S0006320709005400-main_16a,"We conclude by pointing out that while West African [forest] landscapes are a potent reminder of what might happen in Central Africa in the near future, they also provide insights for developing policies and practice that might avoid comparable levels of [forest] loss and degradation.'} Body Content: div: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '1.', '#text': 'Introduction'}, 'p': [{'ref': [{'@type': 'figure', '@target': '#fig_0', '#text': '1'}, {'@type': 'bibr', '@target': '#b27', '#text': '(Ellis and Ramankutty, 2008)'}, {'@type': 'bibr', '@target': '#b83', '#text': '(Tallis and Kareiva, 2006)'}],",0,
149,1-s2.0-S0169204617300270-main_142,"We define ""experts"" as people with extensive knowledge and experience regarding [land use] planning in the study regions or residents who have lived there for more than 20 years, who were included as key knowledge holders",0,
150,1-s2.0-S0304387816300670-main_607b,"We examine the sum of utilities based on a log linear indirect utility function, but it applies to any indirect utility function where doubling income doubles expression is negative",0,
151,1-s2.0-S0304387816300670-main_149,"We leave the description of the night lights data to Section 6.'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '4.1.', '#text': '[Urbanization]'}, 'p': ['Scarcity of demographic and economic data hampers empirical research on climate effects in Africa",0,
152,1-s2.0-S0169204617300270-main_132,We started our analysis with expert interviews to assess perceived patterns and drivers of [[urban] development] in the study areas,0,
153,1-s2.0-S0304387816300670-main_452,"We then turn to evidence on the migration channel itself.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '7.1.', '#text': 'Conflict'}, 'p': [{'ref': [{'@type': 'bibr', '#text': '25'}, {'@type': 'bibr', '#text': '26'}, {'@type': 'table', '@target': '#tab_0', '#text': '1'}], '#text': 'Conflict could influence [urbanization] in strikingly different ways depending on where it occurs",1,"DRIVERS, LULCC"
154,1-s2.0-S0169204617300270-main_74,"We use the term ""[urban] sprawl"" to describe a special type of [[urban] development] where the development occurs scattered and uneven on new (non-[urban]) lots, leading to inefficient resource utilisation, i.e",0,
155,1-s2.0-S003442571730041X-main_192,"Whereas most [shrubs] are annually coppiced in fields prior to [cultivation], they are left to grow in fallowed fields, leading to a higher shrub/ woody plant cover",2,"LULC, PRACTICES"
156,1-s2.0-S0304387816300670-main_355,"While our model and the specification below focus on within-district movements of population, in a continent where primate cities generally dominate the [urban] landscape, it may be that a common response to bad climate shocks is to move to the primate [city] rather than locally",0,
157,1-s2.0-S0140196313000608-main_132,"Wilks' lambda test is used to test whether there are significant differences between the increase, decrease, or stability in [crop] land extent based on the drivers of change.""}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '4.2.3.', '#text': 'Qualitative comparative analysis of the impacts of [crop] land change'}, 'p': {'ref': {'@type': 'bibr', '@target': '#b58', '#text': '(Ragin, 2000)'}, '#text': 'Because of the low number of case studies describing the impacts of [crop] land change, it was not possible to compute any multivariate analysis to test whether the impacts were significantly different between cases that showed an increase, decrease, or stability of [crop] land",0,
158,1-s2.0-S0167880913003502-main_322,"With low N input systems, though, this slower release of N may further reduce [crop] yields",0,
159,1-s2.0-S0264837701000205-main_5,with the spatial structure and extent of various [land use] categories related to the human utilisation of land,0,
160,1-s2.0-S0301479717300713-main_863,"You need money to pump [water], you need money to cultivate the land, and you need money to buy chemicals and fertilizers",0,
0,1-s2.0-S0304387816300670-main_112,"(2004)'}], '#text': 'With regard to population growth, the literature analysis revealed that only rural population growth can be considered as driver of [LULCC] with high agreement, while [urban] population growth was considered with medium agreement (33%, see Table )",1,DRIVERS
1,1-s2.0-S235198941500102X-main_233,"(%)', '100', '37.25', '93.25', '75.58', '94.24', '100', '62', '100', None]}, {'cell': ['2001', None, None, None, None, None, None, None, None, None]}, {'cell': ['Gallery [forest]', '288', '0', '0', '0', '0', '0', '0', '0', '288']}, {'cell': ['Woodland', '28', '58', '1', '0', '0', '0', '0', '0', '87']}, {'cell': ['Tree savannas', '0', '0', '809', '14', '3', '1', '1', '0', '828']}, {'cell': ['Shrub savannas', '0', '0', '33', '203', '17', '3', '0', '0', '256']}, {'cell': ['Grass savannas', '0', '0', '1', '12', '238', '0', '0', '0', '251']}, {'cell': ['Farm/[fallow]', '0', '0', '0', '0', '0', '207', '0', '0', '207']}, {'cell': ['[Bare soil]', '0', '0', '3', '0', '0', '13', '46', '0', '62']}, {'cell': ['[Water] body', '0', '0', '0', '0', '0', '0', '0', '24', '24']}, {'cell': ['Column total', '316', '58', '847', '229', '258', '224', '47', '24', None]}, {'cell': ['Overall accuracy (%)', '93.46', None, None, None, None, None, None, None, None]}, {'cell': ['Kappa coefficient', '0.91', None, None, None, None, None, None, None, None]}, {'cell': ['Prod",0,
2,s10113-015-0891-1_24,"On the other hand, whereas the combination of REMO and SMHIRCA climate scenarios with the [[land use]] scenario L2 causes an increase of the coefficient of variation, i.e",0,
3,1-s2.0-S0167880913003502-main_358,"Whilst Blanco-Canqui and stress those similar recommendations may hold for cropping systems on heavy textured, flat soils in temperate regions, no residue should be removed from sloping and [erosion]-prone soils under NT conditions",0,
4,1-s2.0-S030438781000043X-mainext_610,"In addition to land ownership, the regressions control for a quadratic in area and the previous existence of any [tree] [crop] (avocado, banana, colanut, coconut, coffee, cocoa, mango, oil palm, [pawpaw], rubber, or wood) on the plot",0,
5,1-s2.0-S030438781000043X-mainext_779,"LSMS 1985-88'}, 'Inputs', None, None, None, None, None, None, 'Investments']}, {'cell': [None, None, 'Seed', None, 'Fertilizer', {'@cols': '3', '#text': 'Insecticide'}, {'@cols': '2', '#text': 'Paid labor'}, '% [fallow]', '% Y cocoa', '% Y coffee']}, {'cell': [{'@cols': '2', '#text': 'Specification A: Tobit'}, None, None, None, None, None, None, None]}, {'cell': ['Sum of rights', None, '-0.07 (1.15)', None, '0.12 (1.19)', {'@cols': '3', '#text': '0.06 (0.80)'}, {'@cols': '2', '#text': '-0.05 (1.69)'}, '0.15 (5.52)', '0.06 (0.86)', '0.09 (0.57)']}, {'cell': ['Bought land', None, '0.07 (0.20)', None, '-0.16 (0.26)', {'@cols': '3', '#text': '0.22 (0.52)'}, {'@cols': '2', '#text': '0.09 (0.51)'}, '0.08 (0.44)', '0.37 (0.95)', '-0.92 (0.99)']}, {'cell': ['Paid to use land', None, '-0.03 (0.15)', None, '0.38 (1.08)', {'@cols': '3', '#text': '0.35 (1.23)'}, {'@cols': '2', '#text': '0.20 (1.89)'}, '-0.16 (1.49)', '-0.31 (1.13)', '0.60 (1.14)']}, {'cell': [{'@cols': '2', '#text': 'Received gift of land'}, '0.49 (2.71)', None, '0.25 (0.80)', {'@cols': '3', '#text': '-0.16 (0.60)'}, {'@cols': '2', '#text': '0.05 (0.55)'}, '-0.05 (0.53)', '-0.09 (0.37)', '0.49 (1.02)']}, {'cell': ['Sharecropper', None, '-0.55 (1.82)', None, '-1.28 (1.91)', {'@cols': '3', '#text': '-0.26 (0.63)'}, {'@cols': '2', '#text': '-0.36 (2.32)'}, '-0.37 (2.47)', '-0.51 (1.45)', '-0.38 (0.51)']}, {'cell': ['Obs.', None, '2473', None, '2473', {'@cols': '2', '#text': '2473'}, None, '2473', '2473', '2473', '2473']}, {'cell': [{'@cols': '2', '#text': 'Specification B: IV-Tobit'}, None, None, None, None, None, None, None]}, {'cell': ['Sum of rights', None, '0.07 (0.11)', None, '1.81 (1.24)', {'@cols': '3', '#text': '1.02 (1.05)'}, {'@cols': '2', '#text': '0.66 (1.67)'}, '0.90 (2.31)', '1.25 (1.44)', '0.02 (0.01)']}, {'cell': ['F-stat', None, '4.1', None, '4.1', {'@cols': '2', '#text': '4.1'}, None, '4.1', '4.1', '4.1', '4.1']}, {'cell': ['Min-dist p', None, '0.01', None, '0.4', {'@cols': '2', '#text': '0.77'}, None, '0.43', '0.12', '0.31', '0.34']}, {'cell': ['Obs.', None, '2473', None, '2473', {'@cols': '2', '#text': '2473'}, None, '2473', '2473', '2473', '2473']}, {'cell': ['Notes:', None, None, None, None, None, None, None, None]}]}}] note: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@n': '2', '@xml:id': 'foot_0', 'p': {'ref': {'@type': 'bibr', '@target': '#b103', '#text': 'Place and Swallow (2000)'}, '#text': 'This is congruent with the alternative approach of writers such as, who focus on exclusivity, security, and transferability as the key dimensions of property rights.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@xml:id': 'foot_1', 'p': 'J",0,
6,1-s2.0-S0167880913003502-main_238,"Datasets from such studies are needed to investigate the relative roles, interactions and impacts of residue management, tillage, cropping systems, and nutrient management on soil physical and chemical properties and the resulting GHG emissions and [crop] yields for different climate and soil types",0,
7,1-s2.0-S000632071100245X-main_211,leiocarpa do not lose the ability to sprout after chopping as shown for other [savanna] and [forest] species,0,
8,1-s2.0-S0264837701000205-main_176,"Farmers\' response options to ensure food security vis-"" a a-vis alterations in [[land use]] practice and [[land use]] patterns",0,
9,1-s2.0-S0264837715302131-main_8,"Falling precipitation and rising temperatures would likely worsen agricultural growing conditions in large parts of Africa, especially in coastal West Africa and in Southern Africa.'}, {'ref': {'@type': 'bibr', '#text': '7'}",1,DRIVERS
10,1-s2.0-S016788090800131X-main_101,"The population density has increased during the past decades, which has had a significant impact on the [land cover]",1,DRIVERS
11,1-s2.0-S0308521X12000157-main_49,"#text': '[Land use] and [land cover] in West African savannas are mainly driven by population pressure, infrastructural drivers (road network) and legal constraint in the framework of nature protection",1,DRIVERS
12,1-s2.0-S0301479717300713-main_182,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as drivers of [[urban] development] could not be confirmed",1,DRIVERS
13,1-s2.0-S0264837701000205-main_101,"According to the Fulbe, [agriculture] demands hard work which [pastoralism] does not (c.f",0,
14,1-s2.0-S030438781000043X-mainext_692,"Conversely, climate change as one of the emerging drivers of [LULCC] is difficult to detect and quantify in the short term",1,DRIVERS
15,1-s2.0-S0006320709005400-main_90,They supported a greater proportion of [forest] species than any other modified land-use (Fig,0,
16,1-s2.0-S0169204617300270-main_269,Involvement of the local population in [[land use]] planning decisions is often limited to chiefs or selected representatives,0,
17,1-s2.0-S0140196310000893-main_18a,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [[land use]] change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}]",1,DRIVERS
18,1-s2.0-S0140196310000893-main_18b,"#text': 'The assessment of fire regimes across broad territories is carried out efficiently by means of data obtained by remote sensing such as MODIS fire data, that are specifically designed for this purpose",0,
19,1-s2.0-S0301479717300713-main_796,"Impact on [water] resources … P12:"", 'table': None}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_16', 'head': None, 'label': None, 'figDesc': 'P8: So I think, you call it migration? People have come in to work because there are opening up new institutions and government agencies.[…] You have a lot of people even from this community or from Bolgatanga who are in the South, working in the South",0,
20,1-s2.0-S0301479717300713-main_489,"As a driver.', ""[…] You know, when we have flooding, extreme weather events of flooding can also … when there is flood [water] standing on the soil surface for longer timethis can also degrade the soil",0,
21,1-s2.0-S235198941500102X-main_247,"P6: From my perspective, the [[land use]] aspect that is degrading the land is including the fire … P7: But that aspect where people don\'t want to plant [tree]s is because of the bush fires",1,DRIVERS
22,1-s2.0-S0006320709005400-main_200,"), implying that in this region significant opportunities to protect [forest] biodiversity exist in the absence of extensive human modification",0,
23,1-s2.0-S0140196322000143-main_275,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",1,DRIVERS
24,1-s2.0-S0304387816300670-main_107a,"However, diverging expert statements were made on bush fires as driver of [LULCC] (mentioned by 62%)",1,DRIVERS
25,1-s2.0-S0304387816300670-main_107b,#text': 'A significant literature on climate change and African [agriculture] is emerging,0,
26,1-s2.0-S0006320709005400-main_180,"This functional perspective is important because with the exception of the traditional uses of [forest] plants, we have a very rudimentary understanding of the functional role of biodiversity in modified tropical [forest] landscapes",0,
27,1-s2.0-S0167880913003502-main_354,There are some key questions that if addressed could identify the key CA practices that are required for maintaining or improving soil physical properties related to the ES of [water] regulation and provision on different soil types,0,
28,1-s2.0-S0006320709005400-main_61,"As expected, plant species statistically linked with frequent fire landscape units are typical of sudanian [savanna]: many are endemic to the sudanian area, many are perennial [grasses] ethe constituent life form of sudanian savannas , some are woody species typical of sudanian woodlands e",1,"DRIVERS, LULC"
29,1-s2.0-S0140196313000608-main_239,"Results of the canonical variate analysis.', 'graphic': {'@coords': '10,129.83,66.73,326.13,237.71', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': 'Variables used to describe drivers of [crop] land change in our case studies.', 'table': {'row': [{'cell': ['Abbreviation of', 'Variable name']}, {'cell': ['variable name', None]}, {'cell': ['Demographic', None]}, {'cell': ['Popden', 'Population density']}, {'cell': ['Mig', 'In-migration']}, {'cell': ['outMig', 'Permanent out-migration a']}, {'cell': ['Economic', None]}, {'cell': ['Road', 'Road access a']}, {'cell': ['Preecon', 'Presence of economic structures']}, {'cell': [None, '(credit, inputs, projects)']}, {'cell': ['Natmark', 'Access to national markets']}, {'cell': ['Intmark', 'Access to international markets']}, {'cell': ['Price', 'Price changes a']}, {'cell': ['Divers', 'Increased opportunities for']}, {'cell': [None, 'diversification in off-farm jobs']}, {'cell': ['Agro-technical', None]}, {'cell': ['Newvar', 'New varieties a']}, {'cell': ['Graz', 'Overgrazing a']}, {'cell': ['Soildeg', 'Soil degradation a']}, {'cell': ['Plough', 'Introduction of plough']}, {'cell': ['Fert', 'Increased use of fertilizers']}, {'cell': ['SWMP', 'Presence of soil and [water]']}, {'cell': [None, 'management practices']}, {'cell': ['Irrig', 'Irrigation systems a']}, {'cell': ['Labor', 'Lack of labour force a']}, {'cell': ['Land', 'Land scarcity a']}, {'cell': ['Institutional', None]}, {'cell': ['Preenv', 'Presence of environmental']}, {'cell': [None, 'policies a']}, {'cell': ['Agripol', 'Presence of land tenure or']}, {'cell': [None, 'agricultural policies']}, {'cell': ['Absagripol', 'Absence of land tenure or']}, {'cell': [None, 'agricultural policies']}, {'cell': ['Climatic', None]}, {'cell': ['Rain', 'Rain availability and distribution']}, {'cell': ['Fire', 'Fires a']}, {'cell': ['Table 2', None]}, {'cell': {'@cols': '2', '#text': 'Variables used to describe the impacts of [crop] land changes as described in the case'}}, {'cell': ['studies.', None]}, {'cell': ['Variables', None]}, {'cell': ['Impacts on livelihoods', None]}, {'cell': ['Permanent out-migration', None]}, {'cell': ['Increased conflicts', None]}, {'cell': ['Increased yields', None]}, {'cell': ['Decreased yields a', None]}, {'cell': ['Increased labour force', None]}, {'cell': ['Decreased labour force a', None]}, {'cell': ['Increased involvement of women', None]}, {'cell': ['Impacts on agricultural practices', None]}, {'cell': ['Introduction of the plough a', None]}, {'cell': ['Increased use of fertilizer', None]}, {'cell': ['Decrease in [fallow] period b', None]}, {'cell': {'@cols': '2', '#text': 'Increase soil and [water] management practices b'}}, {'cell': ['Impacts on the environment', None]}, {'cell': {'@cols': '2', '#text': 'Decreased number of [tree]s in farming plots b'}}, {'cell': ['No sign of land degradation a', None]}, {'cell': ['Land degradation b', None]}, {'cell': ['Decreased biodiversity a', None]}, {'cell': ['Increased biodiversity', None]}, {'cell': ['Decreased [water] availability', None]}, {'cell': ['Decreased carbon stocks a', None]}]}, 'note': {'p': {'p': 'a Variables that were mentioned in less than three case studies and therefore not included in the multivariate analysis.', '#text': 'a Impacts never mentioned in our case studies",0,
30,1-s2.0-S0303243414001718-main_54,"The interrelations between [savanna] fire regimes and vegetation dynamics are indeed complex; they are conditioned by various climatic, biotic and anthropogenic factors involving different feedbacks and they are still not well understood either in their ecological or in their human dimensions .'}, {'ref': [{'@type': 'bibr', '@target': '#b9', '#text': '(Chuvieco et al., 2008;'}, {'@type': 'bibr', '@target': '#b54', '#text': 'Lentile et al., 2006;'}, {'@type': 'bibr', '@target': '#b56', '#text': 'Mayaux et al., 2003'}, {'@type': 'bibr', '@target': '#b57', '#text': 'Mayaux et al., , 2007) )'}, {'@type': 'bibr', '@target': '#b48', '#text': '(Justice et al., 2006)'}, {'@type': 'bibr', '@target': '#b13', '#text': '(De Klerk, 2008)'}, {'@type': 'bibr', '@target': '#b49', '#text': '(Justice et al., 2002)'}, {'@type': 'bibr', '@target': '#b37', '#text': 'Giglio (2005)'}],",1,"DRIVERS, LULCC"
31,1-s2.0-S0301479717300713-main_44,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associated with an increase in the extent of eroded land (from 7 to 16%) at the expense of the [savanna]",2,"DRIVERS, LULCC"
32,1-s2.0-S0304387816300670-main_210,"However, despite the small fraction of districts with these industries, they are wellrepresented across countries: 18 sample countries have a modern industry and 19 have an industry in the wider set.'}, 'In our empirical work, we use these counts of modern industries and all industries as measures of 1960s extent of industrial activity in a district or [city]",0,
33,1-s2.0-S0167880913003502-main_347,"Few studies have quantified the linkages among these different soil properties and processes and their relationships with the provision and regulation of nutrients and [water] and with [crop] productivity as the measurements are often taken by different groups of investigators.', 'Existing CA experiments or strategically placed and newly designed experiments should be used for a comprehensive comparison of CA with conventional practices in a range of soils and climates",0,
34,1-s2.0-S003442571730041X-main_181,"However, strictly speaking, the method predicts the probability of a pixel belonging to either the [crop] or the [fallow] endmember class",0,
35,1-s2.0-S095937809800003X-main_140,"The photos are acquired in the driest season in which [fallow] land might be difficult to differentiate from cropped land.'}, {'ref': [{'@type': 'bibr', '@target': '#b12', '#text': '(Fog, 1995;'}, {'@type': 'bibr', '@target': '#b38', '#text': 'Reenberg and Fog, 1995)'}], '#text': 'The extension of the 1995-field area was determined by field measurements",0,
36,1-s2.0-S0140196310000893-main_133,Due to the initial pixel size (1 km 2 ) the units of fire type relate to [savanna] landscape fragments that juxtapose various biotopes or plant species habitats,0,
37,1-s2.0-S0264837701000205-main_126,New settlements caused an initial decrease of the vegetation due to [[land use]] change (bushland to fields),2,"DRIVERS, LULCC"
38,1-s2.0-S095937809800003X-main_192,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",2,"DRIVERS, LULCC"
39,1-s2.0-S003442571730041X-main_18,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",2,"DRIVERS, LULCC"
40,1-s2.0-S0167880913003502-main_246a,"Such systems should be included in future CA gas emission studies.'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.', '#text': 'Soil quality, biodiversity and the regulation and provision of [water] and nutrients'}, 'p': [{'ref': [{'@type': 'bibr', '@target': '#b125', '#text': '(Palm et al., 2007;'}, {'@type': 'bibr', '@target': '#b177', '#text': 'Wall et al., 2004;'}, {'@type': 'bibr', '@target': '#b30', '#text': 'Daily et al., 1997)'}, {'@type': 'bibr', '@target': '#b119', '#text': '(Oberholzer and Hoper, 2007;'}, {'@type': 'bibr', '@target': '#b80', '#text': 'Karlen et al., 1997)'}, {'@type': 'bibr', '@target': '#b125', '#text': '(Palm et al., 2007)'}, {'@type': 'bibr', '@target': '#b119', '#text': '(Oberholzer and Hoper, 2007)'}],",0,
41,1-s2.0-S0167880913003502-main_246b,#text': 'Many ecosystem processes and ES are provided by soils and the biodiversity in them,0,
42,1-s2.0-S0304387816300670-main_368a,"Spatially, we will be looking at cities and rainfall within 30 km of them, as opposed to districts that average 41,000 square km.', {'ref': {'@type': 'figure', '@target': '#fig_8', '#text': '8'},",0,
43,1-s2.0-S0304387816300670-main_368b,"#text': 'Data on income or [city] product are not consistently available for African cities, so we use an indirect measure",0,
44,1-s2.0-S0304387816300670-main_347,We expect the negative effect of moisture growth on [urbanization] in the most industrialized countries to be reduced as the degree of industrialization declines,0,
45,1-s2.0-S0169204617300270-main_343,"The [Land Use] Planning Bill could help to unify laws and regulations and to support the decentralisation process, but it is just starting and must prove itself.', ""The flexibility in the use of confidence level analysis presents a promising approach to improve interdisciplinary research as exemplified in this study",0,
46,1-s2.0-S0006320709005400-main_27a,"Limited scientific work has been conducted on biodiversity in human-modified [forest] landscapes in West Africa compared with Amazonia or SE Asia .'}, {'ref': [{'@type': 'bibr', '@target': '#b47', '#text': '(Kareiva et al., 2007;'}, {'@type': 'bibr', '@target': '#b67', '#text': 'Naidoo et al., 2006;'}, {'@type': 'bibr', '@target': '#b69', '#text': 'Norris, 2008)'}],",0,
47,1-s2.0-S0006320709005400-main_27b,"#text': ""Against this dynamic background of change, our review has a number of goals",0,
48,1-s2.0-S0140196314000536-main_123,This method uses a local regression to separate the seasonal component from the yearly component in a time series,0,
49,1-s2.0-S0301479717300713-main_480,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,1,"DRIVERS, LULCC"
50,1-s2.0-S235198941500102X-main_201,The capacity of some of these so-called dry [forest] species to colonize unburnt areas has also been demonstrated; thus some wooded areas may be recent,1,"DRIVERS, LULCC"
51,1-s2.0-S016788090800131X-main_146,"We presented several maps that depict the current change in [land use], analyzed the impact of the change in farming systems on the condition of the [forest] ecosystem and recommended strategies for natural resource management.'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_1', 'head': 'Fig",0,
52,1-s2.0-S0304387816300670-main_107a,"Even in subsistence agricultural systems, changes in the [[land use]] pattern should not only be analysed and understood as a relationship between population pressure (or need for food) and the potential of the natural resources",0,
53,1-s2.0-S0308521X12000157-main_22,"8'}], '#text': ""These circumstances have given rise to 'foreign direct investments' (FDI), also known as land deals or land grabs: the practice by which foreign governments and companies acquire rights to land and [water] in Africa to invest in large-scale, input-intensive, mechanized management",0,
54,1-s2.0-S0140196322000143-main_174,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",2,"DRIVERS, LULCC, PRACTICES"
55,1-s2.0-S0006320709005400-main_174,"Landscape context is frequently neglected in study design: biodiversity in small plots of modified habitat surrounded by [forest] are likely to contain many \'\'tourist"" species unable to persist in them",0,
56,1-s2.0-S0304387816300670-main_356,"We define the primate [city] broadly, to approximate the extent of the primate labor market, further including the [urban] areas of districts with substantial areas of lights at night contiguous to the officially defined primate [city]",0,
57,1-s2.0-S0167880913003502-main_326,"Increases in potassium are usually attributed to the high concentrations in cereal [crop] residues, while phosphorus availability due to a a decrease in P-sorption with higher SOM content in CA topsoil",0,
58,1-s2.0-S0140196314000536-main_143,"Further, all surveyed [tree]s and [[shrub]s] were rated according their condition and usage (1e5) and classified in large (>4 m) and small (<4 m) to obtain comparable data to other studies (e.g",0,
59,1-s2.0-S0301479717300713-main_864,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,1,"DRIVERS, PRACTICES"
60,1-s2.0-S0301479717300713-main_967,"So it looks like they are now trying to either withdraw the subsidy because it was not get into the right kind of people."", 'table': {'row': [{'cell': ['(continued )', None, None, None, None, None, None, None]}, {'cell': ['Classification of driver', 'Drivers of [LULCC]', None, 'Interviews', None, None, None, None]}, {'cell': [{'@cols': '5', '#text': 'From cropland need it, actually get it",0,
61,1-s2.0-S0140196313000608-main_187,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy soils on the dune,2,"DRIVERS, PRACTICES"
62,1-s2.0-S0264837701000205-main_56a,"Therefore, they deserve to be taken into account in theoretical thinking.""}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Putting light and shade into the explanation of agricultural landscape evolution', 'p': ['Based on empirical experience from the Sudano-Sahelian region, the following will discuss trajectories of [[land use]] changes, and the appropriateness of understanding changes as abrupt and driven by events as opposed to evolving gradually will be considered.', {'ref': [{'@type': 'figure', '@target': '#fig_0', '#text': '1'}, {'@type': 'bibr', '@target': '#b17'",0,
