article_id,lulc_sentence
Article_16,Forest (30.63 %) was the second most prevalent land cover in the watershed.
Article_16,"From these findings, change detection analysis shows that the area used for agricultural land, barren land, forest, built-up areas, and waterbodies has increased by 5.17 %, 3.39 %, 0.84 %, and 0.26 %, respectively, between 1996 and 2019."
Article_16,The forest area has decreased by 9.67 % at the same time.
Article_16,"The area of forest has decreased, whereas the areas for agriculture, waterbodies, bare land, and built-up areas have all increased."
Article_18,"An Analysis of Urban Land Use/Land Cover Changes in Blantyre City, Southern Malawi (1994-2018) Rapid and unplanned urban growth has adverse environmental and social consequences."
Article_18,This is prominent in sub-Saharan Africa where the urbanisation rate is high and characterised by the proliferation of informal settlements.
Article_18,"On the contrary, bare land, which included vacant lands, open spaces with little or no vegetation, hilly clear-cut areas and other fallow land, declined over the study period."
Article_18,"This was also the case with the vegetation class (i.e., forests, parks, permanent tree-covered areas and shrubs)."
Article_18,"Furthermore, the results revealed that the increase in built-up areas systematically targeted the bare land and avoided the vegetated areas, and that the vegetated areas were systematically cleared to bare land during the study period ."
Article_18,"Like other developing countries in sub-Saharan Africa, Malawi has been experiencing progressive urban growth since it attained its independence on 6th July 1964."
Article_18,"The city lies within the latitude 15 • 47 10"" S and longitude 35 • 00 20.10"" E, as shown in Figure In 1966, Blantyre was the prime city in Malawi with 109,461 people, seconded by Zomba, the then capital city, with only 19,666 inhabitants."
Article_18,"| Vegetation: Forest, parks and permanent tree-covered areas, temporary croplands, grassland, shrubs and other idle lands along streams."
Article_18,The changes are mainly characterised by an increase in a built-up area and a decrease in bare land and vegetation.
Article_18,In the first period Bare land declined at the annual rate of 0.52 per cent over the study period.
Article_18,This was demonstrated by the concurrent incidences of the systematic gains and losses | Discussion: The results indicated that there were increased anthropogenic-induced urban LULC changes in Blantyre city over the past 24 years.
Article_18,"This was substantiated by the observed accelerated increase in built-up area from 4.1 per cent during the initial period to almost 7 per cent in the later period, with an overall annual change at 5.3 per cent."
Article_18,This is similar to the accelerated declining rates observed for the vegetation and bare land classes (Section 3.1).
Article_18,"The increase in the built-up class is comparable to other studies conducted in the sub-Saharan African cities, including the Dakar metropolitan area in Senegal, Nairobi city in Kenya, and Harare city in Zimbabwe, which experienced an increase in built-up areas at the annual rates of 9.6, 9.5 and 4.7 per cent, respectively, between the years 1990 and 2014 Firstly, the observed annual growth rate of 5.3 per cent for the built-up class in the study area surpassed the urban population growth rate estimated at 2.3 per cent between 1998 and 2018 Secondly, the vegetation loss observed in this study signifies the loss of green spaces (such as forests and parks) Lastly, the decline in bare land exerts enormous pressure on land suitable for urban development."
Article_18,"This can be explained by the fact that most land under vegetated areas, such as Ndirande, Soche and Kanjedza forest reserves, as well as the Mudi catchment area, are protected leaving bare land vulnerable to conversion to built-up."
Article_18,"Additionally, most vegetated areas have unsuitable land for development, such as wetlands, steep slopes and river/stream buffer zones."
Article_18,"| Conclusions: This study provides the details of urban LULC changes in Blantyre city from 1994 to 2018 characterised by an increase in built-up area and the decline of vegetation and bare land areas, respectively."
Article_19,"Pasture expanded by 46% from 1985 to 2017, and agriculture by 172%, mostly replacing old pasture fields."
Article_19,We also identified that 86 Mha of the converted native vegetation was undergoing some level of regrowth.
Article_19,"The second objective was to assess the extent, rates and main drivers of LULC change in the Brazilian biomes between 1985 and 2017 using the LULC time-series produced."
Article_19,| Mangrove: Dense and evergreen forest formation often flooded by tide and associated with the mangrove coastal ecosystem.
Article_19,| Forest Plantation: Planted tree species for commercial use.
Article_19,"| Non-Forest Formation: Non-Forest Formation in Wetland Floodplain with fluvial and lake influence, subject to periodic or permanent flooding, located along watercourses and in lowlands areas that accumulate water, with herbaceous shrub vegetation and/or arboreal and pioneer formations, and marshes (marine influence)."
Article_19,"| Grassland Formation: Vegetation type with a predominance of herbaceous stratum, including patches with a well developed shrub-herbaceous stratum."
Article_19,"Salt flat ""Apicuns"" or salt flats are formations often without tree vegetation, associated to saline and a less flooded area in the mangrove, generally in the transition between this area and the continent."
Article_19,"Other Non-Forest Formation Natural grasslands, Savanna, Park Savanna, Steppe Savanna, Woody-Grassland Savanna, ""Campinarana"" in the Amazon biome."
Article_19,"The total extent of the farming class reached 172 Mha in that year, with the second largest extent of land cover (20.3% of the territory)."
Article_19,"The minority land cover classes in terms of extent were non-forest formation (63.4 Mha, 7.48%), followed by surface water with 12.5 Mha (1.47%) and non-vegetated area (2.17 Mha, 0.25%) (Table At the country level, the water class showed the lowest annual average percent change (0.17% per year; s ± 7.12%) with a more pronounced trend towards reducing surface water between 2010 and 2017 in the Caatinga and Cerrado biomes (Figure Non-vegetated area was the LULC class with the smallest extent, but showed a rapid increase in area from 1985 to 2017 with an average expansion rate of 1.72% per year (s ± 10.2%) in the whole country (Figure The farming class also expanded between 1985 and 2017 at rate of 1.7% per year (s ± 3.8%) (Figure The non-forested formation class showed an annual change of -0.34% per year (s ± 2.8%) between 1985 and 2017."
Article_19,"The Atlantic Forest and the Pampa biomes showed the highest rate of shrinking with -0.83% and -0.68% per year on average, respectively."
Article_19,The remaining biomes had a lower annual average reduction of non-forested areas ranging between -0.06% per year in the Amazon and -0.2% in the Cerrado (Figure decreasing change in surface water.
Article_19,The Atlantic Forest and Pampa biomes also showed a minor trend towards an increase in surface water and higher variation over the time-series period.
Article_19,"Overall, the pasture area increased by 45.4 Mha in Brazil from 1985 to 2017 (Table River, lakes and ocean (RLO), as well as urban infrastructure LULC classes had an increase in area between 1985 and 2017 of 1.0 Mha each (Table | LULC Biome Transitions: We estimated 63.5% of the Brazilian territory did not undergo change in its original land cover class from 1985 to 2017, totaling 540.7 Mha (Table The vegetation loss totaled 102.4 Mha, representing 33% of the total area that underwent LULC change between 1985 and 2017 (i.e., 310.8 Mha; Table Shifting land-use was responsible for 31.6% of the total LULC change between 1985 and 2017 (Table Remote Sens."
Article_19,"Between 1985 and 2017, 38% of the Brazilian territory was modified by cattle ranching and agriculture activities, as well as infrastructure development, changing native forest and non-forest formations, indistinctly in all six biomes."
Article_19,"Pasture expanded by 46% in the country, mainly in the Amazon and Pantanal biomes, while agriculture increased by 172%, mostly in the Atlantic Forest replacing old pastures and in the Cerrado biomes converting savanna and grasslands formations."
Article_20,Built-up area expansion contributed to increased summer and winter LST by 0.55 C and 2.54 C per decade from 1999-2019.
Article_20,Temperature increases have resulted in a significant decline in agricultural productivity over the last 30 years.
Article_20,"In the last decade, industrial growth, availability of better educational institutions and job opportunities have attracted people to migrate to this region."
Article_20,The growing pressure of the population accelerates the unplanned expansion in this region.
Article_20,The primary reason for this is the rapid and unplanned urbanization that has taken place.
Article_20,Agriculture lands and water bodies were dynamically transformed into impervious infrastructures in order to meet the demands of a rapidly expanding population.
Article_20,"Rapid urban development, climate change, and global warming significantly contribute to the temperature rise."
Article_20,"Hence, a significant decrease in agricultural land (-1.50 % and -5.93 %) and water bodies (-0.47 % and -2.24 %) were also identified in 2029 and 2039, respectively."
Article_20,"The total area of agricultural lands was decreased by 8.27 % from 1999 to 2019, while the built-up area was increased by 7.81 %."
Article_20,"Considering the socio-economic impacts, conversion of farmland or agricultural land to infrastructure development decreases the number of lands available for food production."
Article_20,"Soil erosion, desertification, and other soil degradation associated with intensive agriculture productivity reduce land resource quality and hamper food productivity."
Article_20,"The participants from FGDs and KIIs stated that crop productivity due to the fertilization effect induced by an increase in the concentration of CO 2 in the atmosphere, expansion of the available areas for growing the tropical and subtropical crops, development of two-crop farming due to an extended cultivation time and reduction of damage to winter crops by low temperatures are the main positive impacts of temperature rise."
Article_20,"Besides, negative impacts of seasonal temperature rise include a decline in the number and quality of crops as a consequence of the low growth cycle for high-temperature rises, decrease in the sugar content and fruit store stability, poor coloring, rising weeds, and harmful insects in crops and decreasing soil productivity (Figure According to the Bangladesh Agricultural Development Corporation, ""Boro rice"" production will significantly be decreased from 13.5 % to 2.6 % in upcoming years, with an increase of 2 C mean temperature in the study region."
Article_20,"Due to the impact of climate change, Bangladesh is facing a 4 C temperature increase in the last decades, resulting 28 % and 68 % reduction in rice and wheat production | Impacts of climate change: Climate change is causing organic changes in the study area, such as fertilization and breeding in the livestock sector as well as influencing the growing pattern of pastures."
Article_20,"Meanwhile, agricultural land and water bodies were decreased by -8.27 % and -4.75 % from 1999 to 2019."
Article_20,"More than 29 % and 28 % of the total area were recorded in the temperature range of 32 C -< 35 C and 29 C -< 32 C in 2019 in winter season, which was 3.64 % and 0 % in year 1999, respectively."
Article_20,"More than 23 % (2029) and 50 % (2039) of the total area will likely be experienced high temperatures in the summer season of greater than 35 C. For predicted winter LST, more than 3 % and 13 % of the area will likely be experienced in the high-temperature zone (!"
Article_21,"The primary driving forces of LULC changes in developing countries are population pressure, demand for firewood collection and construction material, shortage of cultivated land, land tenure insecurity, and deforestation."
Article_21,"Between 1986 and 2018, agricultural land increased significantly from 56.39% to 70.19%, while settlements increased from 0.73%) to 1.42%."
Article_21,"On the other hand, bushlands, forest areas, and grasslands LULC classes in the study area decreased from 26.18% to 19.30%, 4.94%-1.92%, and 11.77%-7.16%, respectively."
Article_21,"deforestation, which has a much greater impact than previously believed LULC changes have a variety of negative socio-economic and environmental consequences, including decreased agricultural yield, increased vulnerability to natural hazards (flood, drought, fires), altered ecosystem services, and surface runoff trends Deforestation and agricultural land encouragement are the primary causes of land degradation, particularly in Ethiopian highlands and marginal land The dynamics of LULC change extent, magnitude, and trends are changing and are strongly linked to natural resource overexploitation; this process is governed by climate, soil characteristics, vegetation density, topography, and natural hazards | Materials and methods: | Study area: The Birr River watershed is situated in the northwestern highlands of Ethiopia."
Article_21,"Geographically, the Birr watershed is located between the longitude of 37 • 10ʹ and 38 • 50ʹ E and the latitude of 10 • 30ʹ and 11 • 10ʹ N. The watershed's elevation ranges between 1691 and 4084 m above the mean sea level (Fig."
Article_21,"There are six major soil types found in the Birr River watershed, which include Haplic Alisols, Eutric Fluvisols, Haplic Luvisols, Eutrc Leptosols, Haplic Nitisols, and Eutric Vertisols (Fig."
Article_21,"Forest, grassland, and settlements occupied an area of 24.23 km 2 (1.77%), 154.26 km 2 (11.25%), and 16.25 km 2 (1.19%), respectively, during the same period."
Article_21,"The classified map also established the minimum accuracy required for the subsequent postclassification operations | Extent and rate of LULC change: For three time periods, the extent and rates of changes for each LULC were summarized below: 1986, 2001, and 2018 (Tables In addition, the extent and rate of change in LULC between 201 and 2018 were presented in (Table The extent and rate of LULC change patterns from 1986 to 2018 are also presented in (Table | Trend of LULC changes: The agricultural land and settlements revealed an increasing trend increasing from 79.86 km 2 to 189.30 km 2 and 6.29 km 2 -9.44 km 2 for the period 1986 to 2018, respectively."
Article_21,"On the other hand, forest, bushland, and grasslands showed a decreasing trend from 1986 to 2018 (Fig."
Article_21,"Agricultural and settlements have grown significant expansion in the study watershed, increasing by 24.49% and 54.78%, respectively during this period ."
Article_21,"In contrast, for this period, bushland, forest, and grassland have decreased by 26.27%, 61.01%, and 39.14%, respectively (Table Changes in LULC and their dynamics are directly related to biodiversity and land productivity and have huge environmental and societal effects Thus, from the grassroots to government levels, sustainable integrated watershed planning, management, and development should be applied and implemented, with close supervision of area afforestation, reforestation, and conservation of the existing watersheds forest, bushland, and grasslands."
Article_21,"Furthermore, soil and water conservation on the degraded land, controlling the further expansion of cultivated land, and fuelwood and charcoal production demands."
Article_22,"Analysis of Land Use/land Cover Changes and Prediction of Future Changes With Land Change Modeler: Case of Belek, Turkey In the areas declared to be a tourism center, a rapid tourism-related development occurs depending on the investments in tourism, which causes a dramatic land use and land cover changes."
Article_22,"According to the results obtained through a 36-year research, the rates of settlement, forest, and water body areas have increased by 11.91%, 13.67%, and 0.82%, respectively whereas the rates of barren land and agricultural areas have reduced by 22.25% and 4.15%, respectively."
Article_22,The land use map modeled for 2040 predicts the settlement areas to expand by 5.46% and the agricultural areas to shrink by 4.21% by comparison with 2021.
Article_22,"In the areas declared to be a tourism center, a rapid tourism-related development occurs depending on the investments in tourism, which causes a dramatic land use and land cover (LULC) changes."
Article_22,"Being a barren area at rst, the coast has been opened to settlement through investments in tourism."
Article_22,It has also triggered urban development in the coast and the areas behind the coast to meet the service needs of tourism facilities.
Article_22,"Belek Tourism Center is 6,336.7 hectares and its length of coastline is approximately twenty kilometers."
Article_22,The built-up areas of Kadriye and Belek are located in this tourism center.
Article_22,"The total population of these built-up areas is 16,191 for 2020."
Article_22,"One study performed by the Belek Tourism Investors Union (BETUYAB) with several universities has indicated that Belek Tourism Center has 109 bird species, one endemic sh species (Aphanius anatoliae), and a total of 574 plant species belonging to 104 families including twenty-nine endemic families and one relict endemic family (Serik Pear) The study area has low values of altitude and slope, ranging from zero meter to thirty-seven meters and from 0% to 5%."
Article_22,The dominant vegetation in the study region is dune vegetation and stone pine forests along the coasts and maquis and shrubs in the inland areas.
Article_22,The distance to river limits the urban sprawl.
Article_22,"The Markov Chain does not solely su ce by itself to predict the LULC changes because it does not take the spatial distribution of the LULC classes and the spatial aspect of growth into consideration The CA includes a regular grid of cells that manage how each cell's neighbors affect the future class of each cell The LULC data belonging to two different periods of time, The transition area matrix generated using the Markov Chain model, The transition potential map created using the MCA method, | Change analysis: The LULC changes of Belek Tourism Center were grouped into three periods as It was found that the expansion in the built-up areas were mostly arisen from the agricultural and barren areas, whereas the expansion in the forests were mostly arisen from the barren area."
Article_22,"In this period, 392.78 hectares from agricultural areas and 201.2 hectares from barren areas were transformed into built-up areas."
Article_22,A total of 569.31 hectares from barren areas was transformed into forests.
Article_22,"No changes were observed in the area with 6,517.67 hectares."
Article_22,"-During the 36-year period (1985-2021), the biggest change was detected in barren areas."
Article_22,Barren areas shrunk by 22.25% in this period.
Article_22,Agricultural areas also shrunk by 4.15%.
Article_22,"An expansion was noted in forests by 13.67%, in built-up areas by 11.91%, and in water body areas by 0.82% during this 36-year period."
Article_22,"Of the expansion in the built-up areas, 452.73 hectares were arisen from agricultural areas and 503.86 hectares were arisen from barren areas."
Article_22,"Figure The statistics for 2040 year predict that of the total area, 30.11% will be agricultural area, 25.25% water body area, 24.78% forest, 19.18% built-up area, and 0.68% barren area."
Article_22,"Within the period of 2021 and 2040, it is expected that built-up areas and forests will expand by 5.46% and 1.28%, whereas agricultural areas and barren areas will shrink by 4.21% and 2.56%, respectively."
Article_22,The future changes in the water body areas (0.03%) are predicted to be insigni cant.
Article_22,"The results of the transition probability matrix show that the trend of change is expected to be mostly from barren areas to forests and from agricultural areas to built-up areas (Table To summarize, this study indicated that the built-up areas in the inland and coastal zones would continue to expand within the next 20 years in the event that the LULC pattern and trend of Belek Tourism Center from to 2021 would be sustained."
Article_22,The Belek region was chosen as one of the primary development areas within the plan.
Article_22,"After being declared to be a tourism center, the region raised its bed capacity to 13,000 ."
Article_22,This partial expansion in the water body areas was due to the construction of arti cial ponds with landscape in golf courses.
Article_22,-The forests were the land use class with the highest rate of growth between 1985 and 2021 (13.67%).
Article_22,The planting works which were conducted by the Ministry of Agriculture and Forestry to prevent sand and coastal erosions were effective in the expansion of the forests.
Article_22,A transformation from barren areas to forests occurred through these planting works.
Article_22,"The predicted LULC map for 2040 indicates that a large part of the urban growth expected to occur between 2021 and 2040 will serve as an extension of the built-up areas in 2021, and that this growth will be in the core of the built-up areas (Belek, Kadriye)."
Article_23,The results show that urban expansion has increased in a noticeable trend.
Article_23,"The built-up area increased by 18.9% during the research phase, and the region's mean LST increased within 3.98℃."
Article_23,The statistics of the LST of 2001 show that the mean temperature for the built-up areas in Sharqiyah was 35.28℃.
Article_23,"LST of the vegetation class increased from 2001 to 2011 and showed a significant increase by 2022, predominantly falling within the temperature range of 30-35 °C, with some small patches observed in the range of 35-40 °C as shown in Fig."
Article_23,"Throughout the study period, Sharqiyah's south part has the highest density of UHI areas, as shown Fig."
Article_23,Urban development and climate variation both lead to a rise in land surface temperature.
Article_23,"The LST grew quickly, especially in urban areas and desert/bare land."
Article_23,"Over the study period, the built-up regions rose considerably (10.22 % to 29.12 %)."
Article_23,"In contrast, vegetation reduced substantially from 66.15 % to 53.39 %, and bare land decreased by 5.63 %."
Article_23,"Variations in LULC have also impacted the allocation of land cover regions over time, especially the transition of land cover classes from previously vegetated land to urban zones or towards more bare land."
Article_23,"As a result, the distribution of UHI areas has increased over time, while mean LST has risen rapidly with decreasing waterbodies and vegetation."
Article_23,"In contrast, built-up regions and bare land have a positive correlation with LST."
Article_24,"According to MLP-ANN model 2030 results were an increase of 73.33 km² in built up areas, an increase of 56.89 km² in bare areas, and a decrease of 129.66 km² in green areas."
Article_24,"According to TUIK 2020 data, the population of Samsun is 1,356,079."
Article_24,"Samsun is the 16th largest province of Turkey in terms of population, and it constitutes 17% of the population of the Black Sea Region and 1.6% of the population of Turkey (Anonymous, Retrieved 02.05.2021)."
Article_24,"Neighbors of the province, in the north of which the Black Sea is located; Sinop in the west, Tokat and Amasya in the south, Ordu in the east, and Çorum in the southwest."
Article_24,"The first part is the mountainous part in the south; the part of second region is the plateaus between the mountainous part and the coastline, the third; coastal plains between the highlands and the Black Sea Samsun has undergone radical changes in the last 50 years as a result of the settlement pressure concentrated on the coastal areas due to urbanization, population growth and socio-economic developments (Anonymous, Accessed: 06.06.2021)."
Article_24,"After 1998, the urban settlement area in Samsun increased by 96.32% and grew to approximately 32 km², and this growth generally developed towards agricultural areas."
Article_24,"Since 1998, Atakum district has become a second city center As the study area selection criteria, the population of Atakum district is 202,618 according to 2018 data; the population of the region of Ilkadim is 332,230, the population of the region of Canik is 97,564."
Article_24,"It is seen that the population in the research area increased in the 28-year period between 1990 and 2018, but the increase occurred more in the western direction, which is called Atakum, unlike the 30-year period between 1960 and 1990."
Article_24,"It has been seen that urban areas have been established near fresh water sources such as rivers, lakes and underground waters and on the sea coast for a long time."
Article_24,"Tables Between the years 2000-2010 in Samsun, coastal filling areas were realized especially in Ilkadım district and thus an urban growth was experienced in the northern direction."
Article_24,"The need for housing and social reinforcement areas, which emerged in parallel with the rapid population growth (annual increase rate of 64.5%) in the 2000-2010 period in Atakum district, caused the areal increases in the urban texture to create a more heterogeneous city pattern Among the parks on both sides of Samsun, Batıpark is 1.000.000 m² and Doğupark is 250.000 m²."
Article_24,"With the completion of these projects, the green area per capita has reached 9.02 square meters."
Article_24,The decrease in green areas shows the transformation into bare soil areas.
Article_24,The filling of Samsun coastal areas dates back to the 1960s and accelerates after the 2000s The north-eastern part of the region includes the city center.
Article_24,"But over the years, it is seen that the settlement has spread in the direction the topography allows."
Article_24,It is seen that the settlement increases in the south-west direction along the coastline.
Article_24,This spread towards rural areas first became a bare area and then transformed into a residential area.
Article_24,"The matrix represents that the need for accelerated construction was came primarily by the decline in scrub and soil bare, followed by farmland and sparse vegetation."
Article_24,"In this study, the LULC change between 2000, 2010, 2020 for the study area including Ilkadım, the central district where the development is most intense in Samsun, the largest port city of the Black Sea, Atakum along the coastline, and Bafra, the rural district with the most agricultural lands."
Article_24,"Considering the results, the conversion of fertile lands to bare land and built lands will create future ecological problems and unproductive areas that cannot meet the natural food requirement."
Article_26,"Other cultivated areas of cropland, built-up, oil palm, and banana plantation covers increased by 21,360 ha (10.5%), 3152 ha (1.6%), 5721 ha (2.8%), and 1823 ha (0.9%), while dense forest, rubber and tea plantation covers decreased by -44,945 ha (-22.1%), -15,557 ha (-7.7%), and -110 ha (-0.1%), respectively, from 1986 to 2018."
Article_26,"Most of the deforestation and LULCC was caused by expansion of other cultivated areas of cropland by smallholders, contrary to the widely publicised narrative of agro-industrial and built-up areas expansion."
Article_26,"The spatial pattern of LULCC showed that expansion of other cultivated areas of cropland and agro-industrial plantations were highest in the north and east zones, respectively, while expansion of builtup areas and decrease in agro-industrial plantation covers were highest in the central, south and western coastal zones of Fako division."
Article_26,"The variations in the spatial patterns of LULCC between the sub-divisions are attributed to differences in rates of population growth and urbanisation, topography, size of farming population, proportion of cultivable land, socioeconomic opportunities, and strength and resilience of Abstract The old paradigm of horizontal expansion of agricultural land and built-up areas over highland and lowland ecosystems remains highly prevalent in Cameroon, causing significant changes in LULC and undermining the resilience and sustainability of social-ecological systems."
Article_26,"In addition, we explored the likelihood of Highlights • Most of the deforestation and LULCC was caused by expansion of other cultivated areas of cropland by smallholders, contrary to the widely publicised narrative of agro-industrial plantation and built-up area expansion from 1986 to 2018."
Article_26,"• Dense forest and rubber plantation covers decreased, while oil palm and banana plantation covers increased, owing to local economics and increase in local and international palm oil demand."
Article_26,"Introduction: Holistically, landscape as a geographical area is characterised by its biophysical contents of observable, natural, and human-induced characteristics, including ecosystem type and socio-cultural relations to areas at different spatial scales Decision-making in land use land cover change (LULCC) can be explained, to a large extent, by the socio-economic, climatic, and soil conditions of a location SES are integrated complex and adaptive systems, in which social and ecological sub-systems are coupled and interdependent, each a function of the other, expressed in a series of mutual feedback relationships Landscapes and their ecosystems are influenced by the institutions that govern their use and by the indigenous communities dependent on the forest resources The spatio-temporal patterns, processes, and causes of LULCC are still not well understood in land system science The old paradigm of horizontal expansion of agricultural land and built-up areas over highland and lowland ecosystems remains the norm in Cameroon, causing significant changes in LULC and undermining the resilience and sustainability of SES along its western highland region, where the study area of Fako division is located."
Article_26,"The biophysical landscape of the study area is composed of important lowland agricultural estates, mountain forests, and coastal mangrove ecological systems across its five sub-divisions, which are undergoing increasing transformation."
Article_26,The sub-region falls within the tropical rainforest zone with an equatorial monsoon climate.
Article_26,"The high annual rainfall and historical volcanic eruption of lava and ash contributes to the very high soil fertility in the sub-region, which is highly exploited for small-, medium-, and large-scale agricultural production activities."
Article_26,"The sub-region presents the best example of historically human-induced progressive conversion and changes in lowland dense forest and grassland cover in Cameroon, predominantly for plantation agriculture, a legacy of German colonial administration."
Article_26,Current urban sprawl dominated by housing development and expanding arable cropland and agro-industrial plantations in peri-urban areas are significantly transforming the landscape and producing varied social-ecological systems in Fako Division.
Article_26,"In the BUS, continuous expansion of human degradation activities such as land use conversion to agricultural uses impacts forests, woodland, and wetlands, with no productivity gain expected."
Article_26,"In Buea sub-division, dense forest cover decreased from 25,937 to 12,736 ha (-50.9%), that is, by 22.3% of the total land surface area, and at an annual rate of 0.7% (Table In Limbe sub-division, dense forest cover decreased from 12,675 to 9818 ha (-22.5%), that is, by 11.76% of the total land surface area, and at an average annual rate of 0.37% from 1986 to 2018 (Table In Tiko sub-division, dense forest cover decreased from 16,221 to 5179 ha (-68.1%), that is, by 23.8% of the total land surface area, and at an average annual rate of 0.67% from 1986 to 2018 (Table In Muyuka sub-division, dense forest cover decreased from 29,618 to 6859 ha (-76.8%), that is, by 47.4% of the total land surface area, and at an average annual rate of 1.48% from 1986 to 2018 (Table In West Coast sub-division, dense forest decreased from 17,565 to 6232 ha (-64.5%), that is, by 46.1% of the total land surface area, at an average annual rate of 1.44% from 1986 to 2018 (Table For LULCC at the sub-regional scale, mangrove forest, grassland, and montane forest increased from 14,971 to 20,155 ha (2.55%), 9062 to 9686 ha (0.31%), and 2795 to 28,733 ha (12.8%), respectively, from 1986 to 2018 (Table Under the GES analysis, sustainable land management (e.g."
Article_26,"creation of protected areas, community forest, council forest), and afforestation and reforestation (ecosystem restoration initiatives) were ranked as the most important measures towards LULCC reduction in all the subdivisions."
Article_26,"The likelihood of a potential change from one LULC to another was envisaged to be highest for mangrove forest, oil palm plantation, banana planation, water, dense forest, and other cultivated areas in Buea subdivision (Fig."
Article_26,"| Discussion: In the 1980s, landscape transformation in the study area was mainly dominated by conversion of lowland dense forest and grassland to agro-industrial plantations in a time of low population growth and low land and food demand, thus producing more resilient and adaptable SES."
Article_26,"In the 2000s, the historical hot zones for agro-industrial plantations that were initial sites of rapid dense forest cover conversion became attractive sites for conversion to built-up areas and other cultivated areas of cropland in the sub-region, following increased population growth and high land and food demand, thus producing less resilient and adaptable SES."
Article_26,"The spatial pattern of LULCC show some appreciable common decreasing trends in dense forest cover in all the five sub-divisions, with the decrease ranging from 11.76 to 47.4% from 1986 to 2018."
Article_26,"The increased LULCC from the year 2000 are associated with the dwindling resilience and adaptability of SES in areas closer to the sea and national road networks in the sub-region, where social systems such as student villages, residential suburbs, migrant settlements, and farming and fishing village communities have developed and expanded at the detriment of ecological systems such as lowland forests, grassland and mangroves."
Article_26,"Consistent with this result, forest cover loss showed increasing trends in four community forests in Fako division from 2001 to 2018, due to mainly to agricultural expansion, illegal exploitation of wood and non-wood products, and weak governance The decrease in rubber plantation cover, ranging from 1.08 to 13.2% across all the sub-divisions, is indicative of changing global commodity consumption patterns and falling commodity product prices in the export market, consistent with the observations of The population of Fako division has almost doubled over the last 30 years, that is, from 248,032 inhabitants in 1987 to 466,412 inhabitants in 2005 with a growth rate of 4.89, compared to a national average of 2.59%."
Article_26,Urban sprawl remains the dominant and widely prevailing form of urban growth in the sub-region.
Article_26,"Buea and Limbe sub-divisions have higher population growth rates (> 4.5% compared to 2.59% national average), urbanisation rate, socio-economic attractions, business growth rate, and traffic density than Tiko, Muyuka, and West Coast sub-divisions with significantly more agrarian local economy."
Article_26,"Beyond 2000, much of the expansion in built-up areas and other cultivated areas of cropland occurred more in non-forest than forest areas in Buea and Limbe subdivisions, leading to a decrease in the area cover of agro-industrial plantations."
Article_26,"Built-up land expansion due to urban growth usually occurs at the expense of ecological land cover classes in many developing countries In addition, the rapid population growth is causing high land value and increasing competition for farmland, leading to increased food prices, and threatening food security in Buea and Limbe sub-divisions."
Article_26,"In particular, the rapid population growth rate due mainly to migration is triggering unprecedented progressive land tenure change from public land tenure to customary tenure and private land ownership since the 2000s to meet up with the increasing land demand for housing and farmland development."
Article_26,"The wellintended government development strategy of land redistribution (land reform) has increased land and land use conflict, systematic land grabbing by local elites, wealthy business owners and decentralised government administrators, and exacerbated forest clearing and land use conversion for personal gains, consistent with the results of The old paradigm of horizontal expansion of smallholder cultivated areas of cropland and agro-industrial (including non-industrial oil palm) plantations remains the main form of agricultural growth in the sub-region."
Article_26,"It occurs in both non-forest and dense forest areas, mostly in West Coast, Muyuka, and Tiko sub-divisions of the sub-region, with higher farming population and poorer socio-economic development."
Article_26,"Smallholder land use decision-making in terms of survivalist, subsistence-oriented, and market-oriented types are more likely found in areas with higher poverty levels and overall lower levels of socio-economic development Results on the spatial distribution of LULCC in the sub-region indicated dense forest cover and other cultivated areas of cropland, respectively, decreased and increased the highest in the Northern and Eastern zones, located in Muyuka (-47.4% and 16.2%) and Tiko (-23.8% and 11.9%) sub-divisions from 1986 to 2018."
Article_26,"In both sub-divisions, the topography is relatively low-lying, high farming population, and large proportion of cultivable land favoured the conversion of dense forest to cocoa, arable cropland, and agro-industrial plantations."
Article_26,"In the northern zone, the on-going armed conflict in Anglophone Cameroon is causing more and more people to seek semi-permanent refuge in the forests, clearing more forest land to expand farmland and semi-permanent settlements."
Article_26,"In general, the lowland ecological systems in the subregion experienced tremendous transformation due to greater vulnerability to overwhelming human pressure, undermining their resilience and sustainability."
Article_26,"The lowland dense forest and grassland covers were converted to other land uses, mainly other cultivated areas (10.51%), oil palm (2.82%), banana (0.92%) plantations, and built-up areas (1.6%)."
Article_26,"In the lowland ecological systems, LULCC mostly increased with nearness to the Atlantic Coastline and settlements, and along national road networks and major markets linking main cities, towns, and villages in the sub-region, emphasising the vulnerability of lowland and coastalland boundary ecosystems."
Article_26,"Consistent with this study results, On the other hand, the conversion of dense forest to other land uses was lower (-13,201 ha and -22.3%) in the mountain ecological systems in Buea sub-division, indicating their greater resilience to human-induced change relating to deforestation and forest degradation, and lesser vulnerability to agricultural expansion activities compared to lowland areas of Muyuka and Tiko sub-divisions."
Article_26,"The results confirm the hypothesis that LULCC decreased with increase in elevation of Mount Cameroon (4095 m), a biophysical barrier in the northwest zone, emphasising the resilience of the mountain ecosystem in the sub-region."
Article_26,"This is consistent with the findings of | 338: Page 20 of 23 The expansion of agricultural and croplands is consistent with government policy encouraging more youths to engage in agriculture as a means of employment, with the aim of increasing national GDP from export earnings, food security, nutrition diversity, household income, and local economic resilience."
