sentence_id,sentence,source,relationship,target,confidence
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",1.28 million,CHANGE_TO,26,MEDIUM
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",2.23 million,DECREASES_BY,53,HIGH
90,"In the period 1975-1990, 1.28 million ha (26%) of natural vegetation was converted to degraded [savanna] and farmland while 2.23 million ha (53%) of natural vegetation was converted to degraded [savanna] and farmland in the period 1990-2010",2.23 million,CHANGE_TO,savanna,MEDIUM
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [forest] cover with distinct variation in magnitude of change between villages",forest,DECREASES_BY,crop,HIGH
91,"At the local scale, the size of [crop] and grazing lands increased at the expense of shrinking of [forest] cover with distinct variation in magnitude of change between villages",forest,DECREASES_BY,crop,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",decrease,OCCURS_DURING,between 1984 and 2001,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",decrease,OCCURS_DURING,between 2001 and 2013,HIGH
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",shrub,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",water,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",savannas,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",forest,DECREASES_BY,,MEDIUM
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",shrub,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",savannas,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",water,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",savannas,CHANGE_TO,,LOW
92,"The decrease in woodland, [shrub] savannas, grass savannas and [water] body occurred mainly between 1984 and 2001, while [tree] savannas and gallery [forest] decreased mainly between 2001 and 2013",forest,CHANGE_TO,,LOW
93,The main finding of this study is the loss of vegetation cover over a 29 year period which is the result of conversion for [agriculture],loss,CAUSES,loss,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",tree,DECREASES_BY,22.02,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",bare soils,INCREASES_BY,18.79%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",forest,DECREASES_BY,5.03,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",savannas,DECREASES_BY,40.08%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",water,DECREASES_BY,31.2,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",annual,OCCURS_DURING,[region],HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",forest,DECREASES_BY,0.4%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",forest,DECREASES_BY,1.6%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cropland was À0.4, À0.9, À1.6 and 3.8%, respectively",cropland,INCREASES_BY,3.8,HIGH
96,Most of the transformed [forest] converted to woodland (3.6%) and [tree] [savanna] (1.5%),transformed,CHANGE_TO,woodland,HIGH
96,Most of the transformed [forest] converted to woodland (3.6%) and [tree] [savanna] (1.5%),transformed,CHANGE_TO,savanna,HIGH
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as environmental quality declined",urban,INCREASES_BY,considerable,HIGH
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",62%,MEASURES,increase,HIGH
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,INCREASES_BY,increase,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,CHANGE_TO,urban,LOW
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",urban,CHANGE_TO,cropland,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",62%,CAUSES,increase,LOW
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",increase,CAUSES,change,MEDIUM
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",expansion,CAUSES,Forest,HIGH
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",Forest,AFFECTS,Forest,HIGH
99,"This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the most important remaining protected areas of the Upper and Lower Guinea [Forest] including Taï National Park, Bia National Park, Cross River National Park and Korup National Park",Forest,LOCATED_IN,Forest,MEDIUM
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",forest,DECREASES_BY,natural,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",West Africa,LOCATED_IN,region,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",increased,CAUSES,establishment,MEDIUM
102,"In Burkina Faso, supposedly more ""secure"" land inherited from within the lineage receives more hired labor, but is used longer before it is left [fallow]",Burkina,LOCATED_IN,Burkina,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",fallow,DECREASES_BY,soil fertility,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",fallow,CAUSES,decreased,MEDIUM
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",fallow,LOCATED_IN,farms,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shortened [fallow] periods have decreased soil fertility",decreased,AFFECTS,bush farms,HIGH
105,"In the regularly manured [crop] fields close to villages and camps, the species diversity of scattered [tree]s tends to increase with species such as Faidherbia albida, Detarium microcarpum, Prosopis africana, Ziziphus mauritiana, Sclerocarya birrea, Hyphaene thebaica and Adansonia digitata",increase,AFFECTS,tree,HIGH
106,"So during the dry season, you have a lot of big groups of people during the dry season cultivating [vegetables] or [water] melon",dry season,OCCURS_DURING,the dry season,HIGH
107,"Manure is therefore not more easily available to the farmers and it becomes beneficial for the farmers to raise livestock on the farm to ensure manure as a means to compensate for nutrients lost during [cultivation].'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The case'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The regional context', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_2', '#text': '1'},",cultivation,CAUSES,manure loss,HIGH
110,"According to it was assumed .'}, {'ref': {'@type': 'table', '@target': '#tab_0', '#text': '1'}, '#text': 'that only 25% of the non-cropped bush-grass-[savanna] is available as [fallow] in the [maize]-[fallow] rotation",cropped,DECREASES_BY,fallow,HIGH
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness could minimise the extent of agricultural encroachment into forests and preserve biodiversity within and around protected areas,forest,AFFECTS,biodiversity,HIGH
114,When the local agricultural sector is competing for labor with an urban sector engaged in production of goods tradable outside the district declines in moisture encourage urbanization by offering alternative employment for farmers,declines,CAUSES,urban,HIGH
116,These two countries are the world s largest cocoa producers and are in a post forest transition stage where their deforestation rates slowed down or reversed,two,LOCATED_IN,world,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,DECREASES_BY,forest,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,CAUSES,loss,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,DECREASES_BY,forest,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted in net deforestation,forest,CAUSES,loss,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,forest,DECREASES_BY,area,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the number of trees compared to the past,trees,DECREASES_BY,number,HIGH
120,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland and shrubland were still visible whereas in 2015 these were converted to cropland Figure,cities,LOCATED_IN,Nigeria,HIGH
121,The size of other land use types decreased during the study period particularly the decrease was more notable in the gallery forest and grazing land,forest,DECREASES_BY,other_land_use_types,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,increase,INCREASES_BY,shrubs,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,shrubs,LOCATED_IN,Volta,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,LOCATED_IN,Volta,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,INCREASES_BY,shrubs,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,LOCATED_IN,[south eastern and south western part],LOW
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,LOCATED_IN,Volta,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern and south western part of Volta basin for the years 1988 and 2002,forest,INCREASES_BY,shrubs,MEDIUM
123,Savanna cluster represents grassland with scattered trees grading into either open plain or woodland while herbaceous savanna refers to grassland,anna,LOCATED_IN,grassland,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the reserves,increase,CAUSES,cultivation,MEDIUM
126,Consequently changes in RUE have been suggested as an integral measure for evaluating land degradation and desertification and a number of authors have attempted to assess non precipitation related land degradation or the reverse in the Sahel by use of time series of RUE estimated wholly or partly by use of satellite remote sensing or using only ground measurements,changes,OCCURS_DURING,time series,HIGH
127,Additionally trees are long lived and therefore changes in tree populations are an indicator of long term changes,changes,OCCURS_DURING,long term,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,crop,AFFECTS,soil_quality,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,crop,CAUSES,adequate_benefits_to_the_soil,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,crop,CAUSES,crop,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processes that result in reduced water runoff and soil erosion or increased soil moisture levels suggest that it is possible to remove 50 70% of the crop residue while keeping adequate benefits to the soil but residue removal in excess of 50% have adversely affected soil quality as well as crop yields in the US,US,LOCATED_IN,North_America,HIGH
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting agriculture constitutes deforestation as opposed to cyclical crop fallow rotations,shifting,CAUSES,deforestation,MEDIUM
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting agriculture constitutes deforestation as opposed to cyclical crop fallow rotations,deforestation,AFFECTS,agriculture,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,change,OCCURS_DURING,1965 to 2000,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,decrease,FROM_TO,74%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,decrease,FROM_TO,70%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,expansion,FROM_TO,17%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,expansion,FROM_TO,21%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,savanna,DECREASES_BY,4%,MEDIUM
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concurring with an expansion of cropland from 17% to 21%,cropland,INCREASES_BY,4%,MEDIUM
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,cropland,CAUSES,forest,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Africa,LOCATED_IN,continent,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Cape Verde,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Gambia,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Niger,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Sudan,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest proportions by country found in Cape Verde 67% Gambia 53% Niger 50% Sudan 47% and Nigeria 44%,Nigeria,LOCATED_IN,country,HIGH
133,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up to 30% see Fig,tree,INCREASES_BY,10 20%,HIGH
133,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up to 30% see Fig,tree,DECREASES_BY,up to 30%,HIGH
134,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with sites burning on average once in every 3 years FF 0.34 year 1 SD 0.07 up from no fires between 2000 and 2007. Some forests that burned in extreme fires burned again whereas others did not,savanna,INCREASES_BY,fires,MEDIUM
136,Similar observations were made in Guinean and Sudano Guinean savannas where suppression or alleviation of fire favours exotic or invasive species such as Chromolaena odorata that invaded a fire protected savanna or Gmelina arborea and Tectona grandis that established on plots totally protected or cleared with early fires,savannas,LOCATED_IN,Guinean,HIGH
137,Historically and today fires burn frequently in most savannas at a rate of several per decade but rarely penetrate beyond intact forest margins,savannas,LOCATED_IN,historical context,HIGH
139,The West Africa region s basins are under different land use practices due to their trans boundary feature,West Africa,LOCATED_IN,West Africa,HIGH
140,Some gallery forests occur along riverbeds,forests,LOCATED_IN,riverbeds,HIGH
141,2009 The disadvantage of the short term improved fallow systems is that land is taken out of production for 2 out of every 5 years,improved,AFFECTS,land,MEDIUM
141,2009 The disadvantage of the short term improved fallow systems is that land is taken out of production for 2 out of every 5 years,2,OCCURS_DURING,The disadvantage,HIGH
143,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and fields on the pediplain were abandoned,cultivation,CAUSES,CHANGE(dune_above_Mare_Yomboli),HIGH
145,The severe droughts which prevailed in the region in early 1970s and again in 1983 84 have had a significant impact on the role of livestock,impact,AFFECTS,role_of_livestock,HIGH
146,West Africa has rapid population growth rate associated with an increase in urbanization,Africa,LOCATED_IN,Africa,HIGH
146,West Africa has rapid population growth rate associated with an increase in urbanization,growth,CAUSES,increase,MEDIUM
146,West Africa has rapid population growth rate associated with an increase in urbanization,increase,ENABLES,urbanization,HIGH
151,For example expansion of agricultural land is related to the distance to irrigation by dams to settlements to roads and population change see Table,expansion,CAUSES,expansion,HIGH
152,Overall the gain of severe and extremely severe desertification land was less than the loss area and the gain of non desertification and light desertification land was greater than the loss area.,gain,DECREASES_BY,loss,HIGH
152,Overall the gain of severe and extremely severe desertification land was less than the loss area and the gain of non desertification and light desertification land was greater than the loss area.,gain,INCREASES_BY,gain,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,forest,DECREASES_BY,40%,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,Northern Africa,LOCATED_IN,Eastern Africa,MEDIUM
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,forest,CAUSES,decline,MEDIUM
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,decline,OCCURS_DURING,all regions,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced reduction in Northern Africa 40 %,decline,AFFECTS,forest,HIGH
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on ways in which land use develops under conditions of changing opportunities which emerge as results of climatic modifications,changing,CAUSES,land_use_development,HIGH
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on ways in which land use develops under conditions of changing opportunities which emerge as results of climatic modifications,changing,ENABLES,land_use_development,HIGH
157,Indirectly population growth leads to changes in agricultural land use practices due to land pressure,growth,CAUSES,changes,HIGH
157,Indirectly population growth leads to changes in agricultural land use practices due to land pressure,changes,AFFECTS,agricultural_land_use,MEDIUM
158,These data suggest that the potential for international supply chain measures to help reduce tropical deforestation is more likely to be achieved through interventions in deforestation risk areas that focus on strengthening sustainable rural development and territorial governance,deforestation,CAUSES,forest_loss,HIGH
158,These data suggest that the potential for international supply chain measures to help reduce tropical deforestation is more likely to be achieved through interventions in deforestation risk areas that focus on strengthening sustainable rural development and territorial governance,deforestation,AFFECTS,deforestation,HIGH
160,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect. ,urban,CAUSES,expansion,HIGH
160,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect. ,urban,INCREASES_BY,number,HIGH
162,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,changes,CAUSES,changes,HIGH
162,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,changes,INCREASES_BY,actual_ET_and_SURQ,MEDIUM
164,However the amount of forest cover had decreased while the amount of farmland had increased,forest,DECREASES_BY,amount,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the loss of forest area significantly at the global level,orestation,CAUSES,reduction,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the loss of forest area significantly at the global level,loss,AFFECTS,forests,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the loss of forest area significantly at the global level,forests,LOCATED_IN,some_countries,MEDIUM
167,Herders on the other hand see the steady expansion of agricultural fields into their grazing areas and around their water points as an equally unjust and provocative practice,expansion,CAUSES,change_in_grazing_areas,MEDIUM
169,Within a distance of 300 km patterns of transitions approached those of the entire region and involve mostly savanna and agriculture the two largest land cover categories. ,transitions,OCCURS_DURING,entire region,HIGH
170,Some singularities stood out on the dry margin Savanna to steppe transitions emerged as a commonly observed land cover trajectory in the Sahel which can be interpreted as associated with the widely reported loss of tree cover,Savanna,LOCATED_IN,sahel,HIGH
171,Based on an analysis of long term rainfall measurements in major cocoa growing areas of Co te d Ivoire and interviews with cocoa farmers about their history and motives of migration we argue that climate and drought have been supporting factors but not usually the main drivers of cocoa migrations which were mostly a response to the perceived availability of forest land for planting,forest,LOCATED_IN,Co te d Ivoire,HIGH
173,Here we synthesize available palaeo proxies and historical maps to reconstruct forest extent in tropical Africa around 1900 when European colonization accelerated markedly and compare these historical estimates with modern forest extent to estimate deforestation,forest,LOCATED_IN,Africa,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,DECREASES_BY,6% (total HANPP),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,DECREASES_BY,Northern,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,DECREASES_BY,Western Africa,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,INCREASES_BY,Eastern Africa,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,INCREASES_BY,Central,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,INCREASES_BY,Southern Africa,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % increased slightly in Eastern Africa by 0.57 % points and strongly in Central from 8 to 12 % and Southern Africa from 11 to 16 % of total HANPP . ,forests,CAUSES,deforestation,MEDIUM
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 revealing that extremely severe desertification was widely distributed especially in the Sahara located to the north of the study area as well as in the Danakil and Eritrea Coastal Deserts to the east,desertification,OCCURS_DURING,2020,HIGH
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 revealing that extremely severe desertification was widely distributed especially in the Sahara located to the north of the study area as well as in the Danakil and Eritrea Coastal Deserts to the east,desertification,AFFECTS,Sahara,HIGH
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 revealing that extremely severe desertification was widely distributed especially in the Sahara located to the north of the study area as well as in the Danakil and Eritrea Coastal Deserts to the east,desertification,AFFECTS,Danakil,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,annual,FROM_TO,1,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,2,CHANGE_TO,1,MEDIUM
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,1,MEASURES,annual,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,2,MEASURES,annual,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,modified,ENABLES,annual,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,1,OCCURS_DURING,[unspecified],LOW
176,The average annual rate of change between two periods was computed by a slightly modified formula used by A2 A1 A1 100 T2 T1 where Average annual rate of change % A1 Amount of land cover type in time 1 T1 A2 Amount of land cover type in time 2 T2 .,2,OCCURS_DURING,[unspecified],LOW
177,The most prominent example of this is pasture expansion which is tightly linked to soy expansion and land speculation across Latin America,pasture,CAUSES,pasture,MEDIUM
179,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,changes,AFFECTS,rainfall,MEDIUM
179,The principal environmental factors causing early herd arrival were identified by local informants as changes in rainfall land cover savanna fire regimes and pasture species composition in key parts of the agro pastoral landscape,changes,AFFECTS,land_cover,HIGH
