sentence_id,document_id,sentence_number,sentence_text,similarity_score,matching_query,matching_query_idx
Article_9_20,Article_9,20,"The implication is that the interaction of population growth and other drivers of LULC change is favoring agriculture and built-up/urban areas expansion at the expense of forest, woodlands, wetlands, as later discussed in Section.",0.91203535,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_63_61,Article_63,61,)e results showed that there have been substantial changes in LULC in the Dedo watershed and its adjacent agroecosystem.,0.9120179,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_117_60,Article_117,60,"Transformation of land is a trend that will continue to unfold, as most of the intervention was raised from the very egocentric nature of human beings and their descendants The multi-temporal satellite imagery and other qualitative methods reveal that the study area has undergone prominent LULCC.",0.9120145,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_43_29,Article_43,29,From the spatial distribution of Figure It can be seen that farmland and artificial surfaces have increased while the other land-use types decreased during our study period.,0.91194475,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_12_12,Article_12,12,"Agricultural expansion, cutting trees for various purposes (such as firewood, charcoal and construction material), overgrazing and the expansion of settlements, were identified as the major proximate causes of these changes.",0.9118484,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_100_6,Article_100,6,Built-up area increased by about 326 percent and open/fallow land by 44 percent while the agricultural land and vegetation cover have decreased by 12 percent and 34 percent of the total area of study respectively during the study period.,0.911736,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_89_58,Article_89,58,"On the other hand, vegetation and water bodies gradually decreased while a considerable decrease in the lowland was found in the second stage of the study period (Fig.",0.9117042,In contrast relative net gain in open water bodies was observed in the humid region during the period of 1975 2000 with a slight loss in 2000 2013. ,215
Article_102_5,Article_102,5,"Nearly 50% of that change involves forest, driven by change agents of harvest, fire, disease and pests that resulted in an overall forest decline, including increasing fragmentation and loss of interior forest.",0.9115939,estimate is thus a metric of deforestation occurring in landscapes where agriculture is the dominant direct driver of forest loss rather than only deforestation resulting in agricultural production per se . ,232
Article_50_302,Article_50,302,"Despite uncertainty around global estimates due to regional preferences for management systems, suitable land availability, and growing conditions, there is high confidence in agroforestry's mitigation potential at the field scale.",0.9115919,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_26_64,Article_26,64,"The wellintended government development strategy of land redistribution (land reform) has increased land and land use conflict, systematic land grabbing by local elites, wealthy business owners and decentralised government administrators, and exacerbated forest clearing and land use conversion for personal gains, consistent with the results of The old paradigm of horizontal expansion of smallholder cultivated areas of cropland and agro-industrial (including non-industrial oil palm) plantations remains the main form of agricultural growth in the sub-region.",0.9115181,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_94_64,Article_94,64,"The wellintended government development strategy of land redistribution (land reform) has increased land and land use conflict, systematic land grabbing by local elites, wealthy business owners and decentralised government administrators, and exacerbated forest clearing and land use conversion for personal gains, consistent with the results of The old paradigm of horizontal expansion of smallholder cultivated areas of cropland and agro-industrial (including non-industrial oil palm) plantations remains the main form of agricultural growth in the sub-region.",0.9115181,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_89_7,Article_89,7,"The results show that the built-up area in Dhaka city increased by 67% from 1993 to 2020 by replacing lowland mainly, followed by vegetation, bare soil and water bodies.",0.911492,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_50_615,Article_50,615,"| Policy mix: The climate-smart cocoa (CSC) production programme in Ghana involved distributing shade tree seedlings that can protect cocoa plants from heat and water stress, enhance soil organic matter and water holding capacity of soils, and provide other assistance with agroforestry, giving access to extension services such as agronomic information and agrochemical inputs.",0.91148573,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_117_59,Article_117,59,"The shortage of farm tools, poor representation of women and the risk of rodent infestations were put under a lesser priority scenario (Table | Discussion: It is inevitable to observe LULCC occurring in non-linear form due to complex and interweaved anthropogenic and natural processes.",0.9114448,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_33_1504,Article_33,1504,"This indicates that many of the changes in this category have not been correctly simulated, which is to be expected given the dynamism of this category when compared with others such as forest or water surfaces.",0.91131985,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_33_2159,Article_33,2159,"According to the model, many pixels were considered to have changed as a result of the expansion of large pre-existing patches, when this trend was in fact not that strong according to the reference map.",0.91126347,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_118_104,Article_118,104,"This will increase vulnerability of the watershed to landslides, soil loss, gully erosion, worsened air pollution, and impact the hydrology of the studied watershed in particular and the Blue Nile Basin The forest land and range land show a decreasing trend from 2019 to 2035.",0.9112619,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_38_104,Article_38,104,"This will increase vulnerability of the watershed to landslides, soil loss, gully erosion, worsened air pollution, and impact the hydrology of the studied watershed in particular and the Blue Nile Basin The forest land and range land show a decreasing trend from 2019 to 2035.",0.9112619,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_2_72,Article_2,72,Land use change has also created social conflicts and intensified violence due to land contention and because the land is the primary source of livelihood for many peri-urban farming households.,0.9112476,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_51_29,Article_51,29,"Exposed soil in 2001 includes fallow areas, which in the year 2017 were occupied by sugar cane cultivation, citriculture, forestry and pasture, which resulted in a reduction of 77.64% in this class.",0.91117746,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_110_50,Article_110,50,"In 2007, dams classified as water continued to decrease significantly to 2.5% with an area coverage of 1453 hectares.",0.9111764,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_44_76,Article_44,76,"The participants from FGDs and KIIs stated that crop productivity due to the fertilization effect induced by an increase in the concentration of CO 2 in the atmosphere, expansion of the available areas for growing the tropical and subtropical crops, development of two-crop farming due to an extended cultivation time and reduction of damage to winter crops by low temperatures are the main positive impacts of temperature rise.",0.911115,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_20_76,Article_20,76,"The participants from FGDs and KIIs stated that crop productivity due to the fertilization effect induced by an increase in the concentration of CO 2 in the atmosphere, expansion of the available areas for growing the tropical and subtropical crops, development of two-crop farming due to an extended cultivation time and reduction of damage to winter crops by low temperatures are the main positive impacts of temperature rise.",0.911115,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_118_112,Article_118,112,"Illegal and unplanned settlements by the local people to expand agriculture and settlement also contributed to destruction of forest land, range land, and grass land.",0.9110534,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_38_112,Article_38,112,"Illegal and unplanned settlements by the local people to expand agriculture and settlement also contributed to destruction of forest land, range land, and grass land.",0.91105336,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_100_33,Article_100,33,The Vegetation cover has witnessed the maximum decrease of 34 percent among all the LULC classes during the study period however it decreased by 23 percent from 1990 to 2003 and 15.13 percent from 2003 to 2018 (Fig.,0.91103387,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_50_256,Article_50,256,The large land area of degraded peatlands suggests that significant emissions reductions could occur through large-scale restoration especially in tropical peatlands.,0.91102576,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of these deepening desertification patterns in these regions . ,183
Article_49_80,Article_49,80,Our assessment of the spatial-temporal pattern of WY in the NLB helped to understand the consequences of LULC change on WY.,0.9109925,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_50_635,Article_50,635,"A biased ecological discourse about the benefits of climate-smart agriculture and sustainable intensive narrative, complexities regarding the optimal shade levels for growing cocoa, and dependence on agrochemicals are issues that affect the success and sustainability of the project intervention.",0.9109867,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_117_13,Article_117,13,"In 1970, the World Food Program introduced a MERT (Managing Environmental Resources to Enable Transitions to a more Sustainable Livelihoods) program, which aims at controlling land degradation by rehabilitating ruined lands and improving productivity Investigating LULCC are essential components in current strategies for managing natural resources and monitoring environmental changes The principal action employed by the GoE and the community to revitalise the natural resource basis of each watershed is through a free labour mobilisation campaign, which involves mobilising and organising all capable farmers for 30-60 days in the watershed activities during the off-farm months of the year.",0.9109684,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_10_102,Article_10,102,"Using the example of the 2002-2003 drought-stricken growing season, the highest percentage of land impacted by extreme and severe droughts were found in tree-covered areas, croplands and grasslands, whereas improved vegetation trends were found mostly in wetlands and some instances in otherland areas including barelands.",0.9109408,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_58_102,Article_58,102,"Using the example of the 2002-2003 drought-stricken growing season, the highest percentage of land impacted by extreme and severe droughts were found in tree-covered areas, croplands and grasslands, whereas improved vegetation trends were found mostly in wetlands and some instances in otherland areas including barelands.",0.9109408,"#text': 'After the droughts in the 1970s and 1980s, the observed loss of woody vegetation cover was often considered as irreversible [desertification] and large parts of the Sahel were designated as degraded land (e.g",0
Article_53_32,Article_53,32,The result of this study reveals that the major land use in the watershed is forestry.,0.9109338,The main finding of this study is the loss of vegetation cover over a 29 year period which is the result of conversion for [agriculture],93
Article_53_36,Article_53,36,"During the study period , barren land has been decreased significantly due to conversion in agriculture, vegetation and built-up land.",0.91092753,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_81_46,Article_81,46,"Agriculture and residential/urban areas showed an increasing trend of 13 and 9.1 %, respectively, while forest, bushland, and grassland showed a decreasing trend of 2.3, 9.8 and 10 %, respectively.",0.910887,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",94
Article_80_24,Article_80,24,Analysis indicated that the warming over NI during 1981-2006 could be due to expansion of the areas under dry land/snow cover and reduction of areas under dense forest during this period.,0.910841,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_71_114,Article_71,114,"At the same time, an exhaustive hydrological data sampling is needed to understand the different types of LULC contributions to the variability of water resource quality in Yangambi.",0.9107416,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_91_50,Article_91,50,"In addition, poorly planned and long-term urban development and agricultural management strategies contribute to negatively affecting natural resources, causing a significant decline in the last decades (Figure | Model Validation: The LULC map of 2019, predicted from the 1989 and 2004 data, has been validated with the classified LULC map of the very same year (Table | Future LULC: To forecast future LULC changes, it is necessary to account for the most important driving variables (Table | Discussion and Policy Implications: As suggested in the review carried out by Regasa et al.",0.9107012,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_6_20,Article_6,20,"The relationship of Barbuda with its larger sister island in the colonial nation state of Antigua and Barbuda, is characterized by a historically developed subordination of Barbuda to Antigua | Data and methods: For the assessment of artificial LULCC and human activity on the ground, we mainly utilized two data sources: 1) remotely sensed satellite data and 2) in situ mapped volunteered geographic information.",0.9106615,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_104_122,Article_104,122,"Climate change studies on Africa, sub-Sahara, in particular, confirmed similar findings as climate projections show a range of warming trends in inland subtropics, a frequent occurrence of Generally, the decrease in average annual flow over the catchment could be due to the annual and seasonal decrease of precipitation and increase in temperature under both scenarios.",0.91065943,In contrast relative net gain in open water bodies was observed in the humid region during the period of 1975 2000 with a slight loss in 2000 2013. ,215
Article_59_93,Article_59,93,"In fact, in such a semiarid climate, the loss of natural trees is difficult to recover due to the inability of the existing tree species in the region to regenerate naturally in addition to other limiting factors such as insufficient moisture due to frequent droughts and soil shallowness resulting from increased erosion rate after removal of protective vegetation.",0.9106235,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_88_93,Article_88,93,"In fact, in such a semiarid climate, the loss of natural trees is difficult to recover due to the inability of the existing tree species in the region to regenerate naturally in addition to other limiting factors such as insufficient moisture due to frequent droughts and soil shallowness resulting from increased erosion rate after removal of protective vegetation.",0.9106235,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_107_50,Article_107,50,"| •: The simulation of the future LULCC period 2021-2047 revealed a loss in rangeland, forest and shrubland, and barren land and sand by 565, 144 and 105 km 2 , respectively.",0.91060704,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_92_103,Article_92,103,"First, we are investigating changes in cropping and land use decisions on agricultural lands to enhance understanding of the transition paths by which agricultural lands may respond to sea level rise and coastal salinization, as mediated by crop susceptibility and economic factors.",0.91057944,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_28_72,Article_28,72,"Forest land and shrubland decreased after 1987-2002, with -3.41% and -4.65%, respectively (Figure In the last 30 years, the study displays an increase in agriculture, bare land, urban, and shrubland, whereas the forest, grassland, water, and wetland were noted declined.",0.91057116,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% and 21778.79%, respectively, while woodland, gallery [forest], [shrub] savannas and [[water] bodies] decreased by 22.02%, 5.03%, 40.08% and 31.2%, respectively",94
Article_12_69,Article_12,69,Respondents (76.9 %) argued that the expansion of rural and urban settlements was the cause of LULC dynamics in the JGD.,0.910567,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_114_84,Article_114,84,This inequality creates a differentiated understanding of Amazonian problems and decreases the use of these studies in the development of public policies to control deforestation throughout the region.,0.910544,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_51_39,Article_51,39,"Increases in rainfall in this area, can induces runoff increase and soil erosion The lower surface runoff favor the infiltration, contributing to the recharge of the Santa Rita do Passa Quatro and Pirambóia aquifers, with greater territorial extension in the sub-basin, both porous aquifers, which are sooty to soils with sandy texture and thicknesses greater than 10 m, occupied mainly by sugarcane and pasture, in both years considered.",0.9105406,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_95_179,Article_95,179,"A similar study also reported that LULCC has a significant potential for reducing the production of subsistence agriculture production The process of the hydro-development process affected local communities and their livelihoods, mostly by changing access to land and also less water According to KIIs and FGDs, extended aridity and drought (longer dry season) are increasing in the catchment.",0.9105065,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_94_69,Article_94,69,"In general, the lowland ecological systems in the subregion experienced tremendous transformation due to greater vulnerability to overwhelming human pressure, undermining their resilience and sustainability.",0.9103458,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_26_69,Article_26,69,"In general, the lowland ecological systems in the subregion experienced tremendous transformation due to greater vulnerability to overwhelming human pressure, undermining their resilience and sustainability.",0.9103458,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_41_9,Article_41,9,The simulated model and calibrated area data may be a vital contribution to sustainable development efforts of the local based on the dynamics of LULC and future LULC change scenarios.,0.9103167,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_22_22,Article_22,22,"In the areas declared to be a tourism center, a rapid tourism-related development occurs depending on the investments in tourism, which causes a dramatic land use and land cover (LULC) changes.",0.910299,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_72_77,Article_72,77,"(5) The conversion of cultivated to artificial surfaces and forest to cultivated and grassland in Shandong Province, influenced by population growth and the expansion of construction land, are the main reasons for the decrease in vegetation carbon storage.",0.91027015,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_100_7,Article_100,7,"Built-up area has mostly increased at the expense of agricultural land and vegetation cover while vegetation cover has been transformed into Built-up area, Ridge and Agriculture.",0.91023123,Thus farmland persists and increases each year at the expense of forest woodland and tree savanna . ,229
Article_95_167,Article_95,167,"For example, manmade impervious surfaces and built-up have increased at the expense of biomass over the whole of Africa between 2000 and 2015 | Drivers of LULC Dynamics and Their Consequences: Although both natural and anthropogenic drivers of LULCC were stated in the catchment, anthropogenic drivers were marked as the most immediate drivers.",0.9101926,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_81_41,Article_81,41,Analysis of the 2018 image revealed that agricultural land constituted the largest proportion while bushland was the second dominant coverage of 9.56 % next to Agricultural land in the basin.,0.9101877,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_91_35,Article_91,35,"In addition, it seems reasonable to use the evidence likelihood, a quantitative variable that reflects the likelihood of discovering change between agricultural land and all other land classes at the relevant pixel, given that the annual pace of agricultural expansion was considerable.",0.9101784,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .",98
Article_88_71,Article_88,71,"The results shown in Table | LULC Change between 2000 and 2010: During the 10 years between 2000 and 2010, more forest land was cleared or changed to other land uses.",0.9101747,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_59_71,Article_59,71,"The results shown in Table | LULC Change between 2000 and 2010: During the 10 years between 2000 and 2010, more forest land was cleared or changed to other land uses.",0.9101747,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_43_80,Article_43,80,"Under the current process of urbanization, the intensity of LULC changes has increased, especially in the eastern central coastal region of Cotonou metropolis and the industrial coastal region of Seme; (2) Significant changes in specific ecosystem function have been recorded, such as erosion control, climate regulation, biological control, nutrient cycling, soil formation, water supply, and waste treatment.",0.9101503,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_50_535,Article_50,535,"The literature suggests that there are two economic pathways for leakage (e.g., | Assessment of Current Policies and Potential Future Approaches: The Paris Agreement encourages a wide range of policy approaches, including REDD+, sustainable management of forests, joint mitigation and adaptation, and emphasises the importance of non-carbon benefits and equity for sustainable development To date, there has been significantly less investment in agricultural projects than forestry projects to reduce net carbon emissions (Table Although quantified emission reductions in agricultural projects are limited to date, a number of OECD and economy in transition parties have reduced their net emissions through carbon storage in cropland soils since 2000.",0.91013944,Perhaps the most relevant aspect of the relationships between climate change and peasant agriculture is the realization that many small farmers cope with and even prepare for climate change minimizing crop failure through increased use of drought tolerant local varieties water harvesting mixed cropping agroforestry soil conservation practices and a series of other traditional techniques .,203
Article_86_76,Article_86,76,"As a result, a fluctuating slighter decrease in runoff volume to Powai lake was observed despite the rapid rise in the built-up area.",0.9100955,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_14_5,Article_14,5,The study provides an overview of how the LULC classes have evolved on the construction site and in the region.,0.9099872,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_26_72,Article_26,72,"Consistent with this study results, On the other hand, the conversion of dense forest to other land uses was lower (-13,201 ha and -22.3%) in the mountain ecological systems in Buea sub-division, indicating their greater resilience to human-induced change relating to deforestation and forest degradation, and lesser vulnerability to agricultural expansion activities compared to lowland areas of Muyuka and Tiko sub-divisions.",0.90995115,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_94_72,Article_94,72,"Consistent with this study results, On the other hand, the conversion of dense forest to other land uses was lower (-13,201 ha and -22.3%) in the mountain ecological systems in Buea sub-division, indicating their greater resilience to human-induced change relating to deforestation and forest degradation, and lesser vulnerability to agricultural expansion activities compared to lowland areas of Muyuka and Tiko sub-divisions.",0.90995115,The area of natural vegetation forest woodland and tree savanna that was considered degraded increased by 4.1% between the first and the second time periods i.e,230
Article_65_38,Article_65,38,"Built-up areas experienced the highest relative increase of 19.2% (±3.1%) by 2015 compared to its extent in 1985, expanding mainly into former Grasslands (~ 2152 km 2 ) (Table | Table 4: Binary confusion matrix for estimating the accuracy of land-cover change classification in terms of sensitivity (S 1 ), specificity (S 2 ) and prevalence (θ).",0.9098825,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_47_74,Article_47,74,"Compared to 2013, there was an average reduction of 2%, equivalent to 9123.65 ha of native forest (Caatinga), while in 2019, the reduction was only 0.45% (Table In 2013, the areas occupied with pasture represented 11.7%, agriculture 7.0%, and the mosaic of agriculture and pasture 8.64%, while areas with urban infrastructure and water bodies presented an occupation of 1.06 and 1.40%, respectively (Figure Drought is costly to Brazil, for it causes strong impacts on agriculture and cattle ranching.",0.9098666,A high increase occurred for farm fallow land rising from 0.022% of the protected area in 1984 to 12.59% in 2013 by which time it was the largest single cover class Fig.4,223
Article_99_23,Article_99,23,Spatial modelling and simulation have been used to address these research questions and the pattern and mechanism of mountainous urban growth in Oman can provide an important basis for identifying driving forces of expansion.,0.90985477,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_94_85,Article_94,85,"The increase in built-up areas was highest in Page 21 of 23 338 the central, south, and western coastal zones due to rapid population growth, unregulated urbanisation, and better socio-economic opportunities in Buea and Limbe sub-divisions.",0.9098541,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_26_85,Article_26,85,"The increase in built-up areas was highest in Page 21 of 23 338 the central, south, and western coastal zones due to rapid population growth, unregulated urbanisation, and better socio-economic opportunities in Buea and Limbe sub-divisions.",0.9098541,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_106_91,Article_106,91,Although open and grassland areas cannot hinder the flow of water The increase in population density has caused rapid urbanization in Bangladesh.,0.9098369,The increase in urban jobs accelerated urban population growth and by pulling rural people off of the land it should have discouraged agricultural expansion so in theory the booms would have had an overall forest preserving effect. ,160
Article_50_498,Article_50,498,"The Tribe actively works to reduce the risk of forest damage and decided to further promote diversity by planting tree seedlings adapted to a warming climate ( However, new challenges are related to increasing pressures on forest ecosystems such as non-native insects, pathogens, weed invasions, and the costs for continuous forest inventories to support long-term forest management.",0.9098297,Only a small percentage of people interviewed stated that overgrazing war and conflict inappropriate irrigation and the occurrence and spread of weeds and invader plants and bush encroachment could contribute to land degradation in the study area. ,212
Article_84_53,Article_84,53,"From the results of this study, we conclude that increase in areas under agricultural plantations could threaten water yield as these land cover types increase ET with decreases in their areas being good for positive catchment water balance.",0.90981483,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_8_7,Article_8,7,The calibrated model showed an increase in surface runoff and sediment yield due to changes in LULC in the Yellow Creek Watershed.,0.9098135,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by the expansion of cropland in the Niger River and Lake Chad basins.,162
Article_10_7,Article_10,7,Further analyses by LULC types and land change highlighted the vulnerability of both human and natural systems to drought.,0.90980315,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
Article_58_7,Article_58,7,Further analyses by LULC types and land change highlighted the vulnerability of both human and natural systems to drought.,0.90980315,The transhumance shed provides a useful geographic scale between the individual village territory and the regional agro pastoral belt that allows for a more accurate assessment of the relationship between herd mobility crop damage and conflict that reflects the environmental changes taking place across dryland West Africa. ,161
