source_id,authors,year,type,value,geography,context,source_column
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,change_process,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",Urban development has consequently given rise to the empirically observed phenomenon,abstract
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,change_process,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",. Results show a significant rise in temperature for all LU,abstract
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,land_cover,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",has witnessed substantial growth in built-up area at the cost of greener,abstract
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,change_process,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",a fast pace having a clear impact on LST variation.,abstract
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,change_process,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",LST variation. The average rise in temperature during winter season,abstract
36,Neha Gupta; Aneesh Mathew; Sumit Khandelwal; Aneesh Contact; Mathew,,change_process,,"['Andorra', 'Jaipur', 'Peru', 'Jaipur city', 'MODIS']",C while 1.47 °C rise was observed during summers.,abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","the historical LULC depicted that forest land, grass land,",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","of land use. The agricultural land in 1990 was 41,587.21 ha",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","of 39.15%. The forest land, range land,",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']",LULC map shows that the forest cover will further degrade from,abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,change_process,,"['Ethiopia', 'Andorra', 'United Arab Emirates']",the forest cover will further degrade from 16.94% in 2019,abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","% in 2050, while agricultural land would be expanded to 69,021.20",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","coming years. Converting the forest area, range land,",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']","land uses, especially to agricultural land, is the main LULC",abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']",to achieve rational use of agricultural land and the forest conversion needs,abstract
37,Megersa Kebede; Tamene Demissie; Jens Tränckner; Susana Martín-Fernández,,land_cover,,"['Ethiopia', 'Andorra', 'United Arab Emirates']",of agricultural land and the forest conversion needs to be well,abstract
38,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']",of the major factors to increase temperature. Asansol sub-,abstract
38,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']","urban, industrial and coal mine areas. The changing land",abstract
38,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']",patterns show that the coal mine areas have been increased by,abstract
40,H Nguyen; T Pham; M Doan; P Tran,,land_cover,,"['Andorra', 'United Arab Emirates', 'Dak Nong']",LULC categories. The Random Forest (RF) was adopted,abstract
40,H Nguyen; T Pham; M Doan; P Tran,,change_process,,"['Andorra', 'United Arab Emirates', 'Dak Nong']",predicted map showed a significant decrease trend in the forest classes,abstract
40,H Nguyen; T Pham; M Doan; P Tran,,land_cover,,"['Andorra', 'United Arab Emirates', 'Dak Nong']","significant decrease trend in the forest classes by 2025, accounting",abstract
40,H Nguyen; T Pham; M Doan; P Tran,,land_cover,,"['Andorra', 'United Arab Emirates', 'Dak Nong']","areas, rubber, and agricultural land classes are predicted to rise",abstract
40,H Nguyen; T Pham; M Doan; P Tran,,change_process,,"['Andorra', 'United Arab Emirates', 'Dak Nong']","land classes are predicted to rise to 460 ha, 3,000",abstract
42,Damien Tiando; Shougeng Hu; Xin Fan; Muhammad Rashid; Leal Pacheco,,land_cover,,"['Andorra', 'United Arab Emirates', 'Benin', 'West Africa']",", with obvious reductions in forest land and waterbodies and a",abstract
42,Damien Tiando; Shougeng Hu; Xin Fan; Muhammad Rashid; Leal Pacheco,,change_process,,"['Andorra', 'United Arab Emirates', 'Benin', 'West Africa']","and waterbodies and a considerable increase in artificial surfaces;
",abstract
42,Damien Tiando; Shougeng Hu; Xin Fan; Muhammad Rashid; Leal Pacheco,,land_cover,,"['Andorra', 'United Arab Emirates', 'Benin', 'West Africa']",Uncontrolled changes in LULC from forest land and waterbodies are the,abstract
42,Damien Tiando; Shougeng Hu; Xin Fan; Muhammad Rashid; Leal Pacheco,,change_process,,"['Andorra', 'United Arab Emirates', 'Benin', 'West Africa']",", necessitating urgent measures to improve the coastal ecosystem sustainability through",abstract
43,Abdulla -Al Kafy; Abdullah Al-Faisal; Abdullah Al Rakib; Sumita Roy; Jannatul Ferdousi; Vinay Raikwar; Marium Kona; S Abdullah; Al Fatin; H I G H L I G H T S,,land_cover,,"['Andorra', 'Peru', 'Bangladesh']",of Bangladesh were analyzed. Built-up area expansion contributed to increased summer,abstract
43,Abdulla -Al Kafy; Abdullah Al-Faisal; Abdullah Al Rakib; Sumita Roy; Jannatul Ferdousi; Vinay Raikwar; Marium Kona; S Abdullah; Al Fatin; H I G H L I G H T S,,change_process,,"['Andorra', 'Peru', 'Bangladesh']",have resulted in a significant decline in agricultural productivity over the,abstract
44,Sruthi Krishnan; Mohammed Firoz,,land_cover,,"['Ernakulam', 'Andorra', 'India', 'Kerala']","(with five classes: water body, settlements, hill,",abstract
44,Sruthi Krishnan; Mohammed Firoz,,land_cover,,"['Ernakulam', 'Andorra', 'India', 'Kerala']",", settlements, hill, forest, and agriculture) were",abstract
44,Sruthi Krishnan; Mohammed Firoz,,change_process,,"['Ernakulam', 'Andorra', 'India', 'Kerala']",The LULC analysis showed an increase in the settlement over the,abstract
44,Sruthi Krishnan; Mohammed Firoz,,change_process,,"['Ernakulam', 'Andorra', 'India', 'Kerala']",the general perception that the increase in urbanisation is one of,abstract
44,Sruthi Krishnan; Mohammed Firoz,,change_process,,"['Ernakulam', 'Andorra', 'India', 'Kerala']",the main causes for the increase in LST of a region,abstract
45,Richard Houghton; Andrea Castanho,,land_cover,,"['Houghton', 'Andorra', 'United Arab Emirates']",that the net loss of tropical forest area was greater than the,abstract
45,Richard Houghton; Andrea Castanho,,land_cover,,"['Houghton', 'Andorra', 'United Arab Emirates']",the net loss of tropical forest area was greater than the,abstract
45,Richard Houghton; Andrea Castanho,,land_cover,,"['Houghton', 'Andorra', 'United Arab Emirates']","alternative explanations for this apparent forest conversion, one of which",abstract
47,Ernest Biney; Ebenezer Boakye,,land_cover,,"['Andorra', 'Ghana']",of an unguided expansion of built-up area in the metropolis. Also,abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['China', 'Andorra', 'the Nansi Lake Basin']",case study of the Nansi Lake Basin in China,title
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']",distribution pattern in the Nansi Lake Basin (NLB) in,abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']",types of the NLB were farmland and construction land. The,abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']",was construction land encroaching on farmland due to the acceleration of,abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']",of construction land encroachment on farmland was accelerating; Under the,abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,change_process,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']","the EC, an apparent increase in the proportion of ecological",abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,land_cover,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']","contradiction between construction land and farmland had eased, which was",abstract
48,Yingchun Liu; Yande Jing; Shanmei Han,,change_process,,"['WY', 'Andorra', 'the Nansi Lake Basin', 'Canada']","of the NLB continued to increase, and in 2035,",abstract
49,Gert-Jan Nabuurs; Rachid Mrabet; Assem Abu; Mercedes Bustamante; Harry Clark; Lillian Aoki; Denis Angers; Canada Nijavalli; Hanumantharao Ravindranath; Fernando Ayala-Niño; Jeremy Emmet-Booth; Africa Pacific; E Asia; Eurasia Europe; L America; Middle America; Asia Asia,,land_cover,,"['Eurasia', 'Andorra', 'North America', 'Europe']",sink in Europe due to forest regrowth and known other sinks,abstract
49,Gert-Jan Nabuurs; Rachid Mrabet; Assem Abu; Mercedes Bustamante; Harry Clark; Lillian Aoki; Denis Angers; Canada Nijavalli; Hanumantharao Ravindranath; Fernando Ayala-Niño; Jeremy Emmet-Booth; Africa Pacific; E Asia; Eurasia Europe; L America; Middle America; Asia Asia,,change_process,,"['Eurasia', 'Andorra', 'North America', 'Europe']",and direct management such as clear-cut harvest. It,abstract
50,Leticia Arantes; Ana Claudia; Pereira Carvalho; Ana Paula; Reinaldo Lorandi; Luiz Moschini; José Augusto; Di Lollo,,change_process,,"['Brazil', 'São Paulo State', 'Andorra']",considering this context and to develop instruments for the best management,abstract
50,Leticia Arantes; Ana Claudia; Pereira Carvalho; Ana Paula; Reinaldo Lorandi; Luiz Moschini; José Augusto; Di Lollo,,change_process,,"['Brazil', 'São Paulo State', 'Andorra']",does not always mean an increase in rainfall on a regional,abstract
51,Peter Potapov; Matthew Hansen; Amy Pickens; Andres Hernandez-Serna; Alexandra Tyukavina; Svetlana Turubanova; Viviana Zalles; Xinyuan Li; Ahmad Khan; Fred Stolle; Nancy Harris; Xiao-Peng Song; Antoine Baggett; Indrani Kommareddy; Anil Kommareddy; Hansen Mc; Zalles Li,,land_cover,,['Andorra'],"resolution dataset quantifies changes in forest extent and height, cropland",abstract
51,Peter Potapov; Matthew Hansen; Amy Pickens; Andres Hernandez-Serna; Alexandra Tyukavina; Svetlana Turubanova; Viviana Zalles; Xinyuan Li; Ahmad Khan; Fred Stolle; Nancy Harris; Xiao-Peng Song; Antoine Baggett; Indrani Kommareddy; Anil Kommareddy; Hansen Mc; Zalles Li,,land_cover,,['Andorra'],"forest extent and height, cropland, built-up lands",abstract
53,Wolde Mekuria; Merga Diyasa; Anna Tengberg; Amare Haileslassie,,change_process,,"['Andorra', 'East', 'US', 'Ethiopia', 'LULC', 'West', 'United Arab Emirates']",the leading contributors to the decline and loss of ecosystem services,abstract
53,Wolde Mekuria; Merga Diyasa; Anna Tengberg; Amare Haileslassie,,land_cover,,"['Andorra', 'East', 'US', 'Ethiopia', 'LULC', 'West', 'United Arab Emirates']","in source-to-lake systems. Additionally, the",abstract
53,Wolde Mekuria; Merga Diyasa; Anna Tengberg; Amare Haileslassie,,change_process,,"['Andorra', 'East', 'US', 'Ethiopia', 'LULC', 'West', 'United Arab Emirates']",natural resources and reversing the decline of associated ESVs in the,abstract
54,Mamadou Traore; Mai Lee; Azad Rasul; Abel Balew,,land_cover,,"['Andorra', 'Bangui', 'Central African Republic']",high LST than vegetation and water body. The study found a,abstract
55,Mamadou Traore; Mai Lee; Azad Rasul; Abel Balew,,land_cover,,"['Andorra', 'Bangui', 'Central African Republic']",high LST than vegetation and water body. The study found a,abstract
56,Nishant Mehra; Janaki Swain,,land_cover,,['Andorra'],The study indicates that the built-up area will increase by 8.37 km,abstract
56,Nishant Mehra; Janaki Swain,,change_process,,['Andorra'],built-up area will increase by 8.37 km 2 by,abstract
57,Felicia Akinyemi,,land_cover,,"['Andorra', 'Botswana', 'the Central District', 'Mahalapye', 'United Arab Emirates', 'Canada']","forests and woodlands), grassland/rangelands and croplands.",abstract
57,Felicia Akinyemi,,change_process,,"['Andorra', 'Botswana', 'the Central District', 'Mahalapye', 'United Arab Emirates', 'Canada']",extreme drought intersected vegetation productivity decline. The most impacted constituencies,abstract
58,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,change_process,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",factors behind LULC changes and decline of natural vegetation in the,abstract
58,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,change_process,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",changes were indicative of a decrease in the expanse of the,abstract
58,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",expanse of the natural Mediterranean forest which lost 9018 ha over,abstract
58,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",taken to conserve the natural forest and to achieve a rational,abstract
58,Jamal Alawamy; Siva Balasundram; Ahmad Husni; Mohd Hanif; Christopher Boon,,land_cover,,"['Andorra', 'Libya', 'Mediterranean', 'Al-Jabal Al-Akhdar']",achieve a rational use of agricultural land in the region of Al,abstract
60,Shermin De Silva; Tiffany Wu; Philip Nyhus; Ashley Weaver; Alison Thieme; Josiah Johnson; Jamie Wadey; Alexander Mossbrucker; Thinh Vu; Thy Neang; Becky Chen; Melissa Songer; Peter Leimgruber,,quantitative_change,83%,"['Andorra', 'Earth', 'Southeast Asia', 'Germany', 'Iowa', 'South Asia', 'Asia', 'United Arab Emirates', 'Oregon']",occupied by the largest patch decreased 83% from ~ 4 million,abstract
60,Shermin De Silva; Tiffany Wu; Philip Nyhus; Ashley Weaver; Alison Thieme; Josiah Johnson; Jamie Wadey; Alexander Mossbrucker; Thinh Vu; Thy Neang; Becky Chen; Melissa Songer; Peter Leimgruber,,quantitative_change,83%,"['Andorra', 'Earth', 'Southeast Asia', 'Germany', 'Iowa', 'South Asia', 'Asia', 'United Arab Emirates', 'Oregon']",occupied by the largest patch decreased 83% from ~ 4 million km,abstract
60,Shermin De Silva; Tiffany Wu; Philip Nyhus; Ashley Weaver; Alison Thieme; Josiah Johnson; Jamie Wadey; Alexander Mossbrucker; Thinh Vu; Thy Neang; Becky Chen; Melissa Songer; Peter Leimgruber,,change_process,,"['Andorra', 'Earth', 'Southeast Asia', 'Germany', 'Iowa', 'South Asia', 'Asia', 'United Arab Emirates', 'Oregon']",losses reflect long-term decline of non-forested ecosystems,abstract
60,Shermin De Silva; Tiffany Wu; Philip Nyhus; Ashley Weaver; Alison Thieme; Josiah Johnson; Jamie Wadey; Alexander Mossbrucker; Thinh Vu; Thy Neang; Becky Chen; Melissa Songer; Peter Leimgruber,,change_process,,"['Andorra', 'Earth', 'Southeast Asia', 'Germany', 'Iowa', 'South Asia', 'Asia', 'United Arab Emirates', 'Oregon']",addition to proximate threats to develop more just and sustainable land,abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,land_cover,,"['Andorra', 'dryland']","show that: 1) forest land, orchard land,",abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,land_cover,,"['Andorra', 'dryland']","1) forest land, orchard land, and construction land",abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,change_process,,"['Andorra', 'dryland']","land, and construction land increase, and dryland and grassland",abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,land_cover,,"['Andorra', 'dryland']","increase, and dryland and grassland decrease. The landscape shows",abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,change_process,,"['Andorra', 'dryland']",", and dryland and grassland decrease. The landscape shows an",abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,change_process,,"['Andorra', 'dryland']",and cultural services on the rise and supply and support services,abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,change_process,,"['Andorra', 'dryland']",and support services on the decline. 3) With the,abstract
61,Qi Wang; Kangning Xiong; Jiayi Zhou; Hua Xiao; Shanhai Song; Chen Zeng; Anlu Zhang; Huiqing Han,,change_process,,"['Andorra', 'dryland']",". 3) With the rise of the TPI, the",abstract
62,Mesfin Anteneh,,land_cover,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']","cultivation, settlement, dense forest, light vegetation, and",abstract
62,Mesfin Anteneh,,land_cover,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']",", light vegetation, and grassland. Over the last 33",abstract
62,Mesfin Anteneh,,land_cover,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']","0.34%, whereas dense forest, light vegetation, and",abstract
62,Mesfin Anteneh,,land_cover,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']",", light vegetation, and grazing land declined by 9.2%,",abstract
62,Mesfin Anteneh,,change_process,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']",", biodiversity loss, and decline in water resources are identi",abstract
62,Mesfin Anteneh,,land_cover,,"['Ethiopia', 'Andorra', 'Dedo Watershed', 'United Arab Emirates']",there will be no dense forest vegetation will remain. So,abstract
63,Karina Winkler; Richard Fuchs; Mark Rounsevell; Martin Herold,,land_cover,,"['the Global North', 'Andorra', 'South', 'Canada']","processes, with afforestation and cropland abandonment in the Global North",abstract
65,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']",of the major factors to increase temperature. Asansol sub-,abstract
65,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']","urban, industrial and coal mine areas. The changing land",abstract
65,Niladri Das; Prolay Mondal; Subhasish Sutradhar; Ranajit Ghosh,,change_process,,"['Andorra', 'India', 'United Arab Emirates', 'Peru']",patterns show that the coal mine areas have been increased by,abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['china', 'Andorra', 'the Dongting Lake']","surface temperature in the Dongting Lake area, china",title
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",the Dongting Lake area (china) is,abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",") changes in the Dongting Lake area, which affect the",abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",", reed beach land, forest land, and paddy fields",abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,change_process,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",may be related to the decrease in the area of Dongting,abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']","in the area of Dongting Lake water bodies, water fields",abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",flats after the Three Gorges Reservoir was impounded. Compared with,abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,land_cover,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",", and distance from the water body, the negative correlation between",abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,change_process,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",on LST. These insights improve the understanding of the land,abstract
66,Jie Tan; ✉ De; Qiang Li; Xuelan Tan; Weijun Zhou,,change_process,,"['Andorra', 'reed beach', 'china', 'the Dongting Lake', 'United Arab Emirates', 'Dongting Lake']",energy exchange and has a clear influence on LST. Currently,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",and change detection impacts on forest ecosystem in Achanakmaar Amarkantak Biosphere,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",of vegetation cover in various forest types due to increasing biotic,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",2 of Dense Sal mixed forest to open mixed forest and,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']","mixed forest to open mixed forest and cultivable land, and",abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",and 5.0 km 2 teak plantation and Bamboo brakes to agricultural,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",plantation and Bamboo brakes to agricultural land. Despite losing many plant,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",on our study Sal mixed forest reduced by 2.88% (,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']","2 ), Dense mixed forest 4.02% (9.54 km",abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']","km 2 ), Teak plantation 6.77% (2.61 km",abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",studying the LULC change on forest ecosystem of AABR. We,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",especially in open & dense forest and young under-stocked,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,change_process,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",-stocked teak forests can restore the vegetation density and diversity,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",to be restored in the forest area. Such findings on,abstract
67,Tarun Kumar Thakur; Kumar Patel; Arvind Bijalwan; Mammohan Dobriyal; Anirudh Kumar; Anita Thakur; Abhishek Bohra; Jahangeer Bhat,,land_cover,,"['Andorra', 'India', 'Central India', 'Achanakmaar', 'United Arab Emirates', 'Canada']",on major changes occurring in forest ecosystem hold tremendous implications in,abstract
68,Fang Wang; Xingzhong Yuan; Xiaoping Xie,,land_cover,,"['Shandong Province', 'Nansihu Lake Basin', 'China', 'Andorra']","and driving factors of Nansihu Lake Basin in Shandong Province,",title
68,Fang Wang; Xingzhong Yuan; Xiaoping Xie,,land_cover,,"['Andorra', 'Canada', 'Nansihu Lake']",LULC) patterns of Nansihu Lake basin. Understanding the LULC,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']",the country's designation of forest regions as protected areas to,abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']","valuable resources, deforestation and forest conversion remained unabated. Fashiakhali",abstract
69,Md Sazzad Hossain; Md Asif; Haider Khan; Tomiwa Oluwajuwon; Jayanta Biswas; S Rubaiot; Md Seikh; Sadiul Islam Tanvir; Sirajum Munira; Md Naif; Ahmed Chowdhury; Md Hossain,,land_cover,,"['Andorra', 'Bangladesh', 'United Arab Emirates']","(SAVI), in forest cover assessment, and the",abstract
