original_row,authors,source_column,type,term,value,geography,context
23,Burcu Değerli; Mehmet Çetin,abstract,change_process,increase,,,model 2030 results were an increase of 73.33 km² in built
23,Burcu Değerli; Mehmet Çetin,abstract,change_process,increase,,,"built up areas, an increase of 56.89 km² in bare"
23,Burcu Değerli; Mehmet Çetin,abstract,change_process,decrease,,,"bare areas, and a decrease of 129.66 km² in green"
23,Burcu Değerli; Mehmet Çetin,sections,percentage_change,,17%,,"population, and it constitutes 17% of the population"
23,Burcu Değerli; Mehmet Çetin,sections,percentage_change,,1.6%,,the Black Sea Region and 1.6% of the population
23,Burcu Değerli; Mehmet Çetin,sections,percentage_change,,96.32%,,area in Samsun increased by 96.32% and grew to
23,Burcu Değerli; Mehmet Çetin,sections,percentage_change,,72%,,The overall accuracy obtained was 72% and the kappa
23,Burcu Değerli; Mehmet Çetin,sections,percentage_change,,64.5%,,(annual increase rate of 64.5%) in the
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,and Cover (LULC) change of the detection and forecast
23,Burcu Değerli; Mehmet Çetin,sections,land_cover,urban area,,,"will greatly benefit 
An urban area is a mosaic of different"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"studies show that land use change causes natural disasters, energy"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,independent UA data and LULC change using dependent. GIS commonly
23,Burcu Değerli; Mehmet Çetin,sections,change_process,transition,,,"shade), state and transition simulation model (STSM)"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"(MC), land change models (LCM),"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,) approach. LU/ LC change for especially aim of predicting
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,including simulation as well as change analysis (iii) the
23,Burcu Değerli; Mehmet Çetin,sections,change_process,increase,,,"and 2018, but the increase occurred more in the western"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"validation, classification, LULC change prediction, spatial variables modeling"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,LC class and the percentage change in the data set were
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,of data input for terrain change modeling (iii) modeling
23,Burcu Değerli; Mehmet Çetin,sections,change_process,transition,,,were used to generate a transition potential matrix using the QGIS
23,Burcu Değerli; Mehmet Çetin,sections,change_process,transition,,,"the file. After the transition potential matrix was created,"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,; (ii.) change the periods of 2000-
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"the LCM includes rates of change, where land use change"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"change, where land use change trends are evaluated in terms"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,increase,,,rapid population growth (annual increase rate of 64.5%)
23,Burcu Değerli; Mehmet Çetin,sections,change_process,transition,,,is an image layer of transition potential represents the probability of
23,Burcu Değerli; Mehmet Çetin,sections,change_process,transition,,,potential represents the probability of transition from one LU/LC
23,Burcu Değerli; Mehmet Çetin,sections,change_process,decrease,,,"the results obtained, the decrease in the water mass in"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,decrease,,,shoreline filling area. The decrease in green areas shows the
23,Burcu Değerli; Mehmet Çetin,sections,change_process,decline,,,was came primarily by the decline in scrub and soil bare
23,Burcu Değerli; Mehmet Çetin,sections,land_cover,farmland,,,"soil bare, followed by farmland and sparse vegetation.
"
23,Burcu Değerli; Mehmet Çetin,sections,land_cover,vegetation,,,"followed by farmland and sparse vegetation.
According to the"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"the algorithm, the ongoing change direction between 2000-2020"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,studies to understand the land change and to predict possible changes
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"this study, the LULC change between 2000, 2010,"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,were analyzed and a land change forecast for 2030 was made
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,". The rate of land change for the years 2000,"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"data that affect the land change, their numbers and accuracy"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,analyze spatial and temporal terrain change. Machine learning for prediction
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"of the impact of land change on climate change, but"
23,Burcu Değerli; Mehmet Çetin,sections,change_process,change,,,"of land change on climate change, but as  |"
23,Burcu Değerli; Mehmet Çetin,sections,land_cover,farmland,,,reconsidered to prevent loss of farmland and other vegetation. It
23,Burcu Değerli; Mehmet Çetin,sections,land_cover,vegetation,,,loss of farmland and other vegetation. It is strongly recommended
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,75%,,the highest overall accuracy (75%) compared to
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,72%,,) compared to DW (72%) and WC
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,65%,,%) and WC (65%). Across
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,92%,,"most accurately mapped class (92%), followed"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,83%,,"followed by built area (83%), tree"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,81%,,"), tree cover (81%) and crops"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,78%,,"%) and crops (78%), particularly"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,47%,,"included shrub and scrub (47%), grass"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,34%,,"%), grass (34%), bare"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,57%,,"), bare ground (57%) and flooded"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,53%,,) and flooded vegetation (53%). When
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,71%,,had the highest accuracy (71%) compared to
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,66%,,) compared to DW (66%) and Esri
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,percentage_change,,63%,,"%) and Esri (63%), highlighting"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,land_cover,bare ground,,,"(34%), bare ground (57%) and"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,land_cover,vegetation,,,57%) and flooded vegetation (53%).
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,change_process,change,,,"accounting versus site-specific change detection in monitoring, considering"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,abstract,change_process,change,,,-specific biases and whether change analysis is necessary. We
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,33%,,proportional ratio of 0.33:0.33:0.33 or 33% proportional share for
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,40%,,the LULC class area exceeded 40% in a grid
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,20%,,proportional share was greater than 20%. We visualized
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,75%,,the highest overall accuracy (75%) compared to
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,72%,,) compared to DW (72%) and WC
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,65%,,%) and WC (65%; Table  
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,72%,,World Cover: Global validation 72% 75% 65
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,75%,,: Global validation 72% 75% 65% Regional
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,65%,,validation 72% 75% 65% Regional validation (
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,66%,,Regional validation (European) 66% 63% 71
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,63%,,(European) 66% 63% 71% Using
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,percentage_change,,71%,,) 66% 63% 71% Using the regional
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,vegetation,,,(Figure  | Flooded vegetation: Wetlands (H00):
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,vegetation,,,Inland or coastal areas without vegetation and covered by water and
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,bare ground,,,"correspondence between global products were bare ground, grass, scrub and"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,vegetation,,,"
The LULC classes flooded vegetation, and snow and ice"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,forest,,,was produced using a random forest classification. This difference in
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,forest,,,"making inferences, whereas random forest does not. This,"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,land_cover,vegetation,,,"landscapes with small or thin vegetation structures, such as trees"
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,change_process,change,,,which LULC product provides area change estimates with the least amount
24,Wu Xiao; Qiusheng Wu; Xuecao Li; Zander Venter; David Barton; Tirthankar Chakraborty; Trond Simensen; Geethen Singh,sections,change_process,shift,,,probability scores offer a fundamental shift in land cover mapping from
25,Ewane Ewane,title,change_process,change,,,Land use land cover change and the resilience of social
25,Ewane Ewane,abstract,percentage_change,,10.5%,,"increased by 21,360 ha (10.5%), 3152"
25,Ewane Ewane,abstract,percentage_change,,1.6%,,"), 3152 ha (1.6%), 5721"
25,Ewane Ewane,abstract,percentage_change,,2.8%,,"), 5721 ha (2.8%), and"
25,Ewane Ewane,abstract,percentage_change,,0.9%,,", and 1823 ha (0.9%), while"
25,Ewane Ewane,abstract,percentage_change,,-22.1%,,"decreased by -44,945 ha (-22.1%), -15,557"
25,Ewane Ewane,abstract,percentage_change,,-7.7%,,"), -15,557 ha (-7.7%), and"
25,Ewane Ewane,abstract,percentage_change,,-0.1%,,", and -110 ha (-0.1%), respectively"
25,Ewane Ewane,abstract,land_cover,cropland,,,". Other cultivated areas of cropland, built-up,"
25,Ewane Ewane,abstract,land_cover,forest,,,"%), while dense forest, rubber and tea plantation"
25,Ewane Ewane,abstract,land_cover,cropland,,,"of other cultivated areas of cropland by smallholders, contrary to"
25,Ewane Ewane,abstract,land_cover,cropland,,,of other cultivated areas of cropland and agro-industrial plantations
25,Ewane Ewane,abstract,change_process,decrease,,,expansion of builtup areas and decrease in agro-industrial plantation
25,Ewane Ewane,abstract,land_cover,agricultural land,,,paradigm of horizontal expansion of agricultural land and built-up areas
25,Ewane Ewane,abstract,land_cover,cropland,,,"of other cultivated areas of cropland by smallholders, contrary to"
25,Ewane Ewane,abstract,land_cover,built-up area,,,agro-industrial plantation and built-up area expansion from 1986 to 2018
25,Ewane Ewane,abstract,land_cover,forest,,,to 2018. • Dense forest and rubber plantation covers decreased
25,Ewane Ewane,abstract,change_process,increase,,,owing to local economics and increase in local and international palm
25,Ewane Ewane,abstract,change_process,change,,,. • Spatial patterns of change in LULC classes were highly
25,Ewane Ewane,sections,percentage_change,,-50.9%,,"25,937 to 12,736 ha (-50.9%), that"
25,Ewane Ewane,sections,percentage_change,,22.3%,,", that is, by 22.3% of the total"
25,Ewane Ewane,sections,percentage_change,,0.7%,,"at an annual rate of 0.7% (Table 
"
25,Ewane Ewane,sections,percentage_change,,-22.5%,,"12,675 to 9818 ha (-22.5%), that"
25,Ewane Ewane,sections,percentage_change,,11.76%,,", that is, by 11.76% of the total"
25,Ewane Ewane,sections,percentage_change,,0.37%,,an average annual rate of 0.37% from 1986 to
25,Ewane Ewane,sections,percentage_change,,-68.1%,,"16,221 to 5179 ha (-68.1%), that"
25,Ewane Ewane,sections,percentage_change,,23.8%,,", that is, by 23.8% of the total"
25,Ewane Ewane,sections,percentage_change,,0.67%,,an average annual rate of 0.67% from 1986 to
25,Ewane Ewane,sections,percentage_change,,-76.8%,,"29,618 to 6859 ha (-76.8%), that"
25,Ewane Ewane,sections,percentage_change,,47.4%,,", that is, by 47.4% of the total"
25,Ewane Ewane,sections,percentage_change,,1.48%,,an average annual rate of 1.48% from 1986 to
25,Ewane Ewane,sections,percentage_change,,-64.5%,,"17,565 to 6232 ha (-64.5%), that"
25,Ewane Ewane,sections,percentage_change,,46.1%,,", that is, by 46.1% of the total"
25,Ewane Ewane,sections,percentage_change,,1.44%,,an average annual rate of 1.44% from 1986 to
25,Ewane Ewane,sections,percentage_change,,2.55%,,"14,971 to 20,155 ha (2.55%), 9062"
25,Ewane Ewane,sections,percentage_change,,0.31%,,"9062 to 9686 ha (0.31%), and"
25,Ewane Ewane,sections,percentage_change,,12.8%,,"2795 to 28,733 ha (12.8%), respectively"
25,Ewane Ewane,sections,percentage_change,,47.4%,,decrease ranging from 11.76 to 47.4% from 1986 to
25,Ewane Ewane,sections,percentage_change,,13.2%,,", ranging from 1.08 to 13.2% across all the"
25,Ewane Ewane,sections,percentage_change,,2.59%,,to a national average of 2.59%. Urban sprawl
25,Ewane Ewane,sections,percentage_change,,4.5%,,population growth rates (> 4.5% compared to 2.59
25,Ewane Ewane,sections,percentage_change,,2.59%,,> 4.5% compared to 2.59% national average)
25,Ewane Ewane,sections,percentage_change,,-47.4%,,", located in Muyuka (-47.4% and 16.2%"
25,Ewane Ewane,sections,percentage_change,,16.2%,,Muyuka (-47.4% and 16.2%) and Tiko
25,Ewane Ewane,sections,percentage_change,,-23.8%,,%) and Tiko (-23.8% and 11.9%
25,Ewane Ewane,sections,percentage_change,,11.9%,,Tiko (-23.8% and 11.9%) sub-
25,Ewane Ewane,sections,percentage_change,,10.51%,,"mainly other cultivated areas (10.51%), oil"
25,Ewane Ewane,sections,percentage_change,,2.82%,,"), oil palm (2.82%), banana"
25,Ewane Ewane,sections,percentage_change,,0.92%,,"%), banana (0.92%) plantations,"
25,Ewane Ewane,sections,percentage_change,,1.6%,,built-up areas (1.6%). In
25,Ewane Ewane,sections,percentage_change,,-22.3%,,"lower (-13,201 ha and -22.3%) in the"
25,Ewane Ewane,sections,change_process,change,,,in land use land cover change (LULCC) can be
25,Ewane Ewane,sections,land_cover,forest,,,"indigenous communities dependent on the forest resources 
The spatio-"
25,Ewane Ewane,sections,land_cover,agricultural land,,,paradigm of horizontal expansion of agricultural land and built-up areas
25,Ewane Ewane,sections,change_process,change,,,temporal patterns and processes of change related to biophysical and socio
25,Ewane Ewane,sections,land_cover,forest,,,and changes in lowland dense forest and grassland cover in Cameroon
25,Ewane Ewane,sections,land_cover,cropland,,,housing development and expanding arable cropland and agro-industrial plantations
25,Ewane Ewane,sections,land_cover,cropland,,,"population growth, agricultural and cropland expansion, biomass energy ("
25,Ewane Ewane,sections,change_process,change,,,of land use land cover change assessment: The spatial distribution
25,Ewane Ewane,sections,land_cover,forest,,,"sub-division, dense forest cover decreased from 25,937 to"
25,Ewane Ewane,sections,land_cover,forest cover,,,"sub-division, dense forest cover decreased from 25,937 to 12,736"
25,Ewane Ewane,sections,land_cover,forest,,,"sub-division, dense forest cover decreased from 12,675 to"
25,Ewane Ewane,sections,land_cover,forest cover,,,"sub-division, dense forest cover decreased from 12,675 to 9818"
25,Ewane Ewane,sections,land_cover,forest,,,"sub-division, dense forest cover decreased from 16,221 to"
25,Ewane Ewane,sections,land_cover,forest cover,,,"sub-division, dense forest cover decreased from 16,221 to 5179"
25,Ewane Ewane,sections,land_cover,forest,,,"sub-division, dense forest cover decreased from 29,618 to"
25,Ewane Ewane,sections,land_cover,forest cover,,,"sub-division, dense forest cover decreased from 29,618 to 6859"
25,Ewane Ewane,sections,land_cover,forest,,,"sub-division, dense forest decreased from 17,565 to 6232"
25,Ewane Ewane,sections,land_cover,forest,,,"-regional scale, mangrove forest, grassland, and montane"
25,Ewane Ewane,sections,land_cover,forest,,,", grassland, and montane forest increased from 14,971 to 20,155"
25,Ewane Ewane,sections,land_cover,forest,,,"of protected areas, community forest, council forest),"
25,Ewane Ewane,sections,land_cover,forest,,,", community forest, council forest), and afforestation and"
25,Ewane Ewane,sections,land_cover,forest,,,"the other hand, sustainable forest management (good practices,"
25,Ewane Ewane,sections,change_process,change,,,The likelihood of a potential change from one LULC to another
25,Ewane Ewane,sections,land_cover,forest,,,"to be highest for mangrove forest, oil palm plantation,"
25,Ewane Ewane,sections,land_cover,forest,,,"planation, water, dense forest, and other cultivated areas"
25,Ewane Ewane,sections,land_cover,forest,,,by conversion of lowland dense forest and grassland to agro-
25,Ewane Ewane,sections,land_cover,forest,,,initial sites of rapid dense forest cover conversion became attractive sites
25,Ewane Ewane,sections,land_cover,forest cover,,,initial sites of rapid dense forest cover conversion became attractive sites for
25,Ewane Ewane,sections,land_cover,cropland,,,and other cultivated areas of cropland in the sub-region
25,Ewane Ewane,sections,land_cover,forest,,,common decreasing trends in dense forest cover in all the five
25,Ewane Ewane,sections,land_cover,forest cover,,,common decreasing trends in dense forest cover in all the five sub
25,Ewane Ewane,sections,change_process,decrease,,,"-divisions, with the decrease ranging from 11.76 to 47.4"
25,Ewane Ewane,sections,land_cover,forest,,,"Consistent with this result, forest cover loss showed increasing trends"
25,Ewane Ewane,sections,land_cover,forest cover,,,"Consistent with this result, forest cover loss showed increasing trends in"
25,Ewane Ewane,sections,change_process,decrease,,,"and weak governance 
The decrease in rubber plantation cover,"
25,Ewane Ewane,sections,change_process,increase,,,observed significant differences in the increase of built-up areas
25,Ewane Ewane,sections,land_cover,cropland,,,and other cultivated areas of cropland occurred more in non-
25,Ewane Ewane,sections,land_cover,forest,,,occurred more in non-forest than forest areas in Buea
25,Ewane Ewane,sections,land_cover,forest,,,in non-forest than forest areas in Buea and Limbe
25,Ewane Ewane,sections,change_process,decrease,,,"subdivisions, leading to a decrease in the area cover of"
25,Ewane Ewane,sections,land_cover,farmland,,,"value and increasing competition for farmland, leading to increased food"
25,Ewane Ewane,sections,change_process,change,,,triggering unprecedented progressive land tenure change from public land tenure to
25,Ewane Ewane,sections,land_cover,farmland,,,land demand for housing and farmland development. The wellintended government
25,Ewane Ewane,sections,land_cover,forest,,,"government administrators, and exacerbated forest clearing and land use conversion"
25,Ewane Ewane,sections,land_cover,cropland,,,of smallholder cultivated areas of cropland and agro-industrial (
25,Ewane Ewane,sections,land_cover,forest,,,"occurs in both non-forest and dense forest areas,"
25,Ewane Ewane,sections,land_cover,forest,,,"non-forest and dense forest areas, mostly in West"
25,Ewane Ewane,sections,land_cover,forest,,,sub-region indicated dense forest cover and other cultivated areas
25,Ewane Ewane,sections,land_cover,forest cover,,,sub-region indicated dense forest cover and other cultivated areas of
25,Ewane Ewane,sections,land_cover,cropland,,,"and other cultivated areas of cropland, respectively, decreased and"
25,Ewane Ewane,sections,land_cover,forest,,,"favoured the conversion of dense forest to cocoa, arable cropland"
25,Ewane Ewane,sections,land_cover,cropland,,,"forest to cocoa, arable cropland, and agro-industrial"
25,Ewane Ewane,sections,land_cover,forest,,,"the forests, clearing more forest land to expand farmland and"
25,Ewane Ewane,sections,change_process,expand,,,clearing more forest land to expand farmland and semi-permanent
25,Ewane Ewane,sections,land_cover,farmland,,,more forest land to expand farmland and semi-permanent settlements
25,Ewane Ewane,sections,land_cover,forest,,,sustainability. The lowland dense forest and grassland covers were converted
25,Ewane Ewane,sections,land_cover,forest,,,", the conversion of dense forest to other land uses was"
25,Ewane Ewane,sections,change_process,change,,,resilience to human-induced change relating to deforestation and forest
25,Ewane Ewane,sections,land_cover,forest,,,"change relating to deforestation and forest degradation, and lesser vulnerability"
25,Ewane Ewane,sections,change_process,increase,,,hypothesis that LULCC decreased with increase in elevation of Mount Cameroon
25,Ewane Ewane,sections,land_cover,agricultural land,,,"emphasised that population growth, agricultural land expansion, infrastructural development,"
25,Ewane Ewane,sections,land_cover,vegetation,,, | Conclusion: Natural vegetation landscapes are undergoing significant human
25,Ewane Ewane,sections,change_process,increase,,,division of Cameroon. The increase in other cultivated areas of
25,Ewane Ewane,sections,land_cover,cropland,,,"in other cultivated areas of cropland, oil palm plantations and"
25,Ewane Ewane,sections,change_process,decrease,,,"-up areas, and decrease in dense forest and rubber"
25,Ewane Ewane,sections,land_cover,forest,,,", and decrease in dense forest and rubber plantation covers dominated"
25,Ewane Ewane,sections,land_cover,cropland,,,"of other cultivated areas of cropland by smallholders, contrary to"
25,Ewane Ewane,sections,land_cover,cropland,,,"of other cultivated areas of cropland, oil palm, and"
25,Ewane Ewane,sections,land_cover,agricultural land,,,agrarian local economy favoured horizontal agricultural land expansion more in the northern
25,Ewane Ewane,sections,change_process,increase,,,of the subregion. The increase in built-up areas
25,Ewane Ewane,sections,land_cover,forest,,,Rubber plantations and lowland dense forest are extremely vulnerable to degradation
25,Ewane Ewane,sections,land_cover,farmland,,,"Population growth, agricultural and farmland expansion, and infrastructural development"
25,Ewane Ewane,sections,change_process,increase,,,GES. LULCC decreased with increase in elevation of Mount Cameroon
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,abstract,percentage_change,,92.6%,,with an overall accuracy of 92.6%. The study
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,abstract,land_cover,vegetation,,,"to develop sustainable development in vegetation changes, water quantity and"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,abstract,land_cover,built-up area,,,"classes: bare land, built-up area, rocks, and vegetation"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,abstract,land_cover,vegetation,,,"area, rocks, and vegetation. The results indicate a"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,abstract,change_process,increase,,,The results indicate a significant increase in urban development. The
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,percentage_change,,628%,,urban areas increased by approximately 628% between 1990 and
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,percentage_change,,92.6%,,with an overall accuracy of 92.6% and a Kappa
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,change,,,knowledge and detection of land change are considered essential factors for
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,change,,,Understanding the dynamics of environmental change to ensure sustainable development and
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,change,,,decision-makers detect the change in the LULC of the
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,change,,,understand the dynamics of environmental change to ensure sustainable development and
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,vegetation,,,the size and type of vegetation in the northern border area
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,vegetation,,,"details such as elevation, vegetation, and soil type."
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,vegetation,,,"area, rocks, and vegetation. The classes' details"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,built-up area,,,year have changed. The built-up area increased from 1990 with 21
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,built-up area,,,"vice versa.
The built-up area class experienced the most significant"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,change,,,class experienced the most significant change in NBR. The results
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,built-up area,,,to drive growth. The built-up area in NBR is shown in
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,built-up area,,,"identified: bare land, built-up area, rocks, and vegetation"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,land_cover,vegetation,,,"area, rocks, and vegetation. The results showed that"
26,Abdulbasit Darem; Asma Alhashmi; Aloyoun Almadani; Ali Alanazi; Geraldine Sutantra,sections,change_process,increase,,,there had been a significant increase in urbanization and a decrease
