sentence_id,sentence,source,relationship,target,confidence
93,The main finding of this study is the loss of vegetation cover over a 29 year period which is the re...,vegetation_cover_change,OCCURS_DURING,29_year_period,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",agricultural lands,INCREASES_BY,21778.79%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",tree savannas,DECREASES_BY,22.02%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",bare soils,INCREASES_BY,18.79%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",woodland,DECREASES_BY,22.02%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",gallery forests,DECREASES_BY,5.03%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",shrub savannas,DECREASES_BY,40.08%,HIGH
94,"From 1984 to 2001, [tree] savannas, bare soils and agricultural lands increased by 17.55%, 18.79% an...",water bodies,DECREASES_BY,31.2%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cr...",annual_rate_of_change,OCCURS_DURING,[region],HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cr...",forest,DECREASES_BY,0.4%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cr...",grazing_land,DECREASES_BY,0.9%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cr...",gallery_forest,DECREASES_BY,1.6%,HIGH
95,"At regional scale, the annual rate of change in [forest] land, grazing land, gallery [forest] and cr...",cropland,INCREASES_BY,3.8%,HIGH
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as e...",urban,INCREASES_BY,considerable,HIGH
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as e...",public hygiene,DECREASES_BY,,MEDIUM
97,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as e...",environmental quality,DECREASES_BY,,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts s...",62%,MEASURES,increase,HIGH
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts s...",urban,INCREASES_BY,increase,MEDIUM
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts s...",62%,CAUSES,increase,LOW
98,"Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts s...",increase,CAUSES,urban --CHANGE_TO-- cropland,MEDIUM
99,This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the ...,expansion,CAUSES,deforestation,HIGH
99,This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the ...,deforestation,AFFECTS,forest,HIGH
99,This latest expansion has come at a high environmental cost as cocoa farmers have encroached on the ...,forest,LOCATED_IN,Guinea Forests,MEDIUM
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-nat...",forest,DECREASES_BY,> natural,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-nat...",natural,CAUSES,> forest --DECLINE,MEDIUM
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-nat...",West Africa,LOCATED_IN,> region,HIGH
100,"While natural [forest] has declined across West Africa, plantations, often but not always of non-nat...",increased_demand,CAUSES,> establishment,MEDIUM
101,"2013), and only 4 percent of [agricultural land] is irrigated compared to 18 percent globally (You e...",agricultural land,MEASURES,4%,HIGH
102,"In Burkina Faso, supposedly more ""secure"" land inherited from within the lineage receives more hired...",Burkina,LOCATED_IN,Burkina Faso,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shorten...",bush-fallow system,DECREASES_BY,soil fertility,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shorten...",fallow period,CAUSES,decreased soil fertility,MEDIUM
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shorten...",bush-fallow system,LOCATED_IN,farms,HIGH
103,"Bush farms normally receive less fertilizer and regenerate under a bush-[fallow] system, but shorten...",decreased soil fertility,AFFECTS,bush farms,HIGH
105,"In the regularly manured [crop] fields close to villages and camps, the species diversity of scatter...",increase_in_species_diversity,AFFECTS,scattered_trees,HIGH
106,"So during the dry season, you have a lot of big groups of people during the dry season cultivating [...",dry season,OCCURS_DURING,[during the dry season],HIGH
107,Manure is therefore not more easily available to the farmers and it becomes beneficial for the farme...,cultivation,CAUSES,manure loss,HIGH
107,Manure is therefore not more easily available to the farmers and it becomes beneficial for the farme...,farmers,ENABLES,livestock raising,MEDIUM
110,"According to it was assumed .'}, {'ref': {'@type': 'table', '@target': '#tab_0', '#text': '1'}, '#te...",non-cropped bush-grass-[savanna],DECREASES_BY,75% [fallow],HIGH
112,Similarly and found that chopping did not reduce recruitment density of other tree species,chopping,AFFECTS,tree species,MEDIUM
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness c...,agricultural_encroachment,CAUSES,deforestation,HIGH
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness c...,forest_loss,AFFECTS,biodiversity,HIGH
113,Strengthening and enforcing forest protection laws supplemented by a large and effective awareness c...,protected_areas,LOCATED_IN,geographical_location,HIGH
114,When the local agricultural sector is competing for labor with an urban sector engaged in production...,declines,CAUSES,urbanization,HIGH
114,When the local agricultural sector is competing for labor with an urban sector engaged in production...,competition,CAUSES,decline,HIGH
116,These two countries are the world s largest cocoa producers and are in a post forest transition stag...,two_countries,LOCATED_IN,world,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted i...,forest,DECREASES_BY,> deforestation,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted i...,deforestation,CAUSES,> loss,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted i...,forest,DECREASES_BY,> deforestation,HIGH
117,The net gain of dense forest over the 29 year period was lower than the net loss and this resulted i...,deforestation,CAUSES,> loss,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the numb...,cultivated_area,INCREASES_BY,area,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the numb...,forest_cover,DECREASES_BY,area,HIGH
118,It resulted from an increase in the cultivated area and a reduction of the forest cover and the numb...,number_of_trees,DECREASES_BY,number,HIGH
120,In the surroundings of the cities in the north of Nigeria for example in 2000 patches of grassland a...,cities,LOCATED_IN,Nigeria,HIGH
121,The size of other land use types decreased during the study period particularly the decrease was mor...,forest,DECREASES_BY,other_land_use_types,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,increase,INCREASES_BY,shrubs,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,shrubs,LOCATED_IN,Volta basin,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,forest,LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,forest,INCREASES_BY,shrubs,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,forest,LOCATED_IN,[south eastern and south western part],LOW
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,forest cover,LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,forest cover,INCREASES_BY,shrubs,MEDIUM
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,[south eastern and south western part],LOCATED_IN,Volta basin,HIGH
122,In second hand the increase in shrubs The evergreen forest and forest cover mainly the south eastern...,[years 1988 and 2002],OCCURS_DURING,study period,LOW
123,Savanna cluster represents grassland with scattered trees grading into either open plain or woodland...,savanna,LOCATED_IN,grassland,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the ...,settlements,INCREASES_BY,bare soil,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the ...,settlements,INCREASES_BY,dry grass,HIGH
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the ...,increase in settlements,CAUSES,decrease in cultivation,MEDIUM
124,Settlements bare soil dry grass continued to increase despite the decline in cultivation within the ...,within_the_reserves,LOCATED_IN,context,HIGH
125,Changing ethnic dominance could therefore be an important driver for change in land use strategies. ...,ethnic_dominance,CAUSES,change,HIGH
126,Consequently changes in RUE have been suggested as an integral measure for evaluating land degradati...,changes,OCCURS_DURING,time series,HIGH
127,Additionally trees are long lived and therefore changes in tree populations are an indicator of long...,changes,OCCURS_DURING,long term,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,crop_residue_removal,AFFECTS,soil_quality,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,soil_quality,INCREASES_BY,reduced_water_runoff_erosion,MEDIUM
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,soil_quality,DECREASES_BY,adverse_effects_on_soil_yields,MEDIUM
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,50_to_70_percent_crop_residue_removal,CAUSES,adequate_benefits_to_the_soil,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,50_percent_or_more_crop_residue_removal,CAUSES,adversely_affected_soil_quality_crop_yields,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,2007a,OCCURS_DURING,study,HIGH
128,2007a What is the amount of crop residue needed to improve and maintain soil properties and processe...,US,LOCATED_IN,North_America,HIGH
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting ...,shifting agriculture,CAUSES,deforestation,MEDIUM
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting ...,deforestation,AFFECTS,agriculture,HIGH
129,As detailed below this range reflects uncertainties in how much of the TCL attributable to shifting ...,uncertainty,AFFECTS,TCL,MEDIUM
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,change,OCCURS_DURING,1965 to 2000,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,decrease,FROM_TO,74%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,decrease,FROM_TO,70%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,expansion,FROM_TO,17%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,expansion,FROM_TO,21%,HIGH
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,savanna,DECREASES_BY,4%,MEDIUM
130,reported a moderate land cover change from 1965 to 2000 a decrease in savanna from 74% to 70% concur...,cropland,INCREASES_BY,4%,MEDIUM
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,large_scale_cropland,CAUSES,forest_loss,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Africa,LOCATED_IN,continent,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Cape Verde,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Gambia,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Niger,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Sudan,LOCATED_IN,country,HIGH
131,Large scale cropland was the third highest driver of forest loss in Africa 9% with the highest propo...,Nigeria,LOCATED_IN,country,HIGH
133,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up ...,tree cover,INCREASES_BY,10 20%,HIGH
133,This is why tree cover here has increased by 10 20% whereas tree cover further away decreased by up ...,tree cover,DECREASES_BY,up to 30%,HIGH
134,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with ...,thicket patches,OCCURS_DURING,2008,HIGH
134,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with ...,savanna,INCREASES_BY,fires,MEDIUM
134,Thicket patches that burned in the 2008 extreme fire quickly established a savanna fire regime with ...,extreme fires,CAUSES,forests_burning,HIGH
135,The transition of natural vegetation to water bodies may indicate natural flooding or anthropogenic ...,natural_vegetation,CAUSES,transition,MEDIUM
136,Similar observations were made in Guinean and Sudano Guinean savannas where suppression or alleviati...,savannas,LOCATED_IN,"Guinean, Sudano Guinean regions",HIGH
136,Similar observations were made in Guinean and Sudano Guinean savannas where suppression or alleviati...,suppression_or_alleviation_of_fire,CAUSES,favouring_of_exotic_species,MEDIUM
137,Historically and today fires burn frequently in most savannas at a rate of several per decade but ra...,savannas,LOCATED_IN,historical context,HIGH
137,Historically and today fires burn frequently in most savannas at a rate of several per decade but ra...,fires,OCCURS_DURING,most savannas,MEDIUM
137,Historically and today fires burn frequently in most savannas at a rate of several per decade but ra...,fires,AFFECTS,forest margins,MEDIUM
139,The West Africa region s basins are under different land use practices due to their trans boundary f...,West Africa region,LOCATED_IN,West Africa,HIGH
140,Some gallery forests occur along riverbeds,forests,LOCATED_IN,riverbeds,HIGH
141,2009 The disadvantage of the short term improved fallow systems is that land is taken out of product...,The short term improved fallow systems,AFFECTS,> land,MEDIUM
141,2009 The disadvantage of the short term improved fallow systems is that land is taken out of product...,2009,OCCURS_DURING,> The disadvantage,HIGH
143,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and f...,PERIOD(1955-1986),OCCURS_DURING,EVENT(area_clearing_and_cultivation),HIGH
143,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and f...,EVENT(area_clearing_and_cultivation),CAUSES,CHANGE(dune_above_Mare_Yomboli),HIGH
143,From 1955 to 1986 the area on the dune above Mare Yomboli was cleared and used for cultivation and f...,LAND_USE(fields_on_pediplain),DECREASES_BY,CHANGE(abandonment),HIGH
144,This credit is the main determinant in the allocation of land to cotton production,credit,CAUSES,> cotton production,HIGH
145,The severe droughts which prevailed in the region in early 1970s and again in 1983 84 have had a sig...,droughts,CAUSES,impact,HIGH
145,The severe droughts which prevailed in the region in early 1970s and again in 1983 84 have had a sig...,impact,AFFECTS,role_of_livestock,HIGH
146,West Africa has rapid population growth rate associated with an increase in urbanization,Africa,LOCATED_IN,West Africa,HIGH
146,West Africa has rapid population growth rate associated with an increase in urbanization,population_growth_rate,CAUSES,increase,MEDIUM
146,West Africa has rapid population growth rate associated with an increase in urbanization,increase,ENABLES,urbanization,HIGH
147,used NDVI from AVHRR 1 km and SPOT VEGETATION VGT to assess land cover performance in Senegal from 1...,NDVI,FROM_TO,> used NDVI,HIGH
147,used NDVI from AVHRR 1 km and SPOT VEGETATION VGT to assess land cover performance in Senegal from 1...,assessment,OCCURS_DURING,> from 1992 to 2001,HIGH
147,used NDVI from AVHRR 1 km and SPOT VEGETATION VGT to assess land cover performance in Senegal from 1...,researcher,LOCATED_IN,> Senegal,HIGH
151,For example expansion of agricultural land is related to the distance to irrigation by dams to settl...,agricultural_expansion,CAUSES,expansion,HIGH
152,Overall the gain of severe and extremely severe desertification land was less than the loss area and...,gain_of_desertification_land,DECREASES_BY,loss_area,HIGH
152,Overall the gain of severe and extremely severe desertification land was less than the loss area and...,gain_of_non_desertification_and_light_desertification_land,INCREASES_BY,gain_area,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced...,forest,DECREASES_BY,> 40%,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced...,Northern Africa,LOCATED_IN,> Eastern Africa,MEDIUM
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced...,forest,CAUSES,> decline,MEDIUM
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced...,decline,OCCURS_DURING,> all regions,HIGH
153,With the exception of Eastern Africa area in forest declined in all regions with the most pronounced...,decline,AFFECTS,> forest,HIGH
154,Secondly we provide rare direct support for the long standing hypothesis that runaway fire feedbacks...,fire_feedbacks,CAUSES,savannization,HIGH
155,Accordingly sites 1 4 fall within land cover types that account for almost 75 % of land with some tr...,"{1, 4}",LOCATED_IN,{sites},HIGH
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on w...,changing_opportunities,CAUSES,land_use_development,HIGH
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on w...,conditions_of_changing_opportunities,ENABLES,land_use_development,HIGH
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on w...,semiarid_regions,LOCATED_IN,regions_under_study,MEDIUM
156,1998 The issue of field expansion and reallocation in semiarid regions can serve to throw light on w...,climatic_modifications,CAUSES,changing_opportunities,HIGH
157,Indirectly population growth leads to changes in agricultural land use practices due to land pressur...,population_growth,CAUSES,changes,HIGH
157,Indirectly population growth leads to changes in agricultural land use practices due to land pressur...,changes,AFFECTS,agricultural_land_use,MEDIUM
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,deforestation,CAUSES,forest_loss,HIGH
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,sustainable_rural_development,ENABLES,reduction_of_deforestation,MEDIUM
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,territorial_governance,ENABLES,reduction_of_deforestation,MEDIUM
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,reduction_of_deforestation,AFFECTS,tropical_deforestation,HIGH
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,interventions,OCCURS_DURING,deforestation_risk_areas,MEDIUM
158,These data suggest that the potential for international supply chain measures to help reduce tropica...,strengthening_sustainable_rural_development_and_territorial_governance,AFFECTS,potential_for_international_supply_chain_measures,MEDIUM
160,The increase in urban jobs accelerated urban population growth and by pulling rural people off of th...,urban_growth,CAUSES,agricultural_expansion,HIGH
160,The increase in urban jobs accelerated urban population growth and by pulling rural people off of th...,urban_jobs,INCREASES_BY,number,HIGH
161,The transhumance shed provides a useful geographic scale between the individual village territory an...,transhumance_shed,LOCATED_IN,West_Africa,HIGH
161,The transhumance shed provides a useful geographic scale between the individual village territory an...,herd_mobility,AFFECTS,crop_damage,MEDIUM
162,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by...,man_made_changes,CAUSES,LULC_changes,HIGH
162,The man made LULC changes had a crucial contribution to the increase of actual ET and SURQ mainly by...,LULC_changes,INCREASES_BY,actual_ET_and_SURQ,MEDIUM
164,However the amount of forest cover had decreased while the amount of farmland had increased,forest,DECREASES_BY,amount,HIGH
164,However the amount of forest cover had decreased while the amount of farmland had increased,farmland,INCREASES_BY,amount,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the l...,afforestation,CAUSES,reduction,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the l...,reduction,DECREASES_BY,forest_loss,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the l...,forest_loss,AFFECTS,forests,HIGH
165,Afforestation and natural regeneration of forests and woodlands in some countries have reduced the l...,forests,LOCATED_IN,some_countries,MEDIUM
167,Herders on the other hand see the steady expansion of agricultural fields into their grazing areas a...,herders,AFFECTS,agricultural fields,HIGH
167,Herders on the other hand see the steady expansion of agricultural fields into their grazing areas a...,expansion,CAUSES,change_in_grazing_areas,MEDIUM
169,Within a distance of 300 km patterns of transitions approached those of the entire region and involv...,transitions,OCCURS_DURING,entire region,HIGH
170,Some singularities stood out on the dry margin Savanna to steppe transitions emerged as a commonly o...,savanna,LOCATED_IN,sahel,HIGH
170,Some singularities stood out on the dry margin Savanna to steppe transitions emerged as a commonly o...,tree_cover,TRANSFORMS_TO,loss,MEDIUM
171,Based on an analysis of long term rainfall measurements in major cocoa growing areas of Co te d Ivoi...,climate,CAUSES,migrations,HIGH
171,Based on an analysis of long term rainfall measurements in major cocoa growing areas of Co te d Ivoi...,forests,LOCATED_IN,Co te d Ivoire,HIGH
171,Based on an analysis of long term rainfall measurements in major cocoa growing areas of Co te d Ivoi...,climate,AFFECTS,migrations,MEDIUM
173,Here we synthesize available palaeo proxies and historical maps to reconstruct forest extent in trop...,forest_extent_around_1900,LOCATED_IN,tropical_Africa,HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,DECREASES_BY,6% (total HANPP),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,DECREASES_BY,6% (Northern Africa),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,DECREASES_BY,6% (Western Africa),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,INCREASES_BY,0.57% (Eastern Africa),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,INCREASES_BY,1.5% (Central Africa),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,INCREASES_BY,5.5% (Southern Africa),HIGH
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,total HANPP,FROM_TO,72.5 to 66%,MEDIUM
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,forests,CAUSES,deforestation,MEDIUM
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,deforestation,ENABLES,urbanization,MEDIUM
174,The contribution of forests declined in Northern and Western Africa from 21 to 15 % and 13 to 11 % i...,urbanization,AFFECTS,forests,MEDIUM
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 r...,desertification_process,OCCURS_DURING,2000_to_2020,HIGH
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 r...,desertification_process,AFFECTS,Sahara_loc,HIGH
175,shows the spatial distribution of different desertification levels in 2000 2005 2010 2015 and 2020 r...,desertification_process,AFFECTS,Danakil_loc,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,average_annual_rate_of_change_percent,FROM_TO,amount_of_land_cover_type_in_time_1,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,amount_of_land_cover_type_in_time_1,MEASURES,average_annual_rate_of_change_percent,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,amount_of_land_cover_type_in_time_2,MEASURES,average_annual_rate_of_change_percent,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,modified_formula,ENABLES,computation_of_average_annual_rate_of_change_percent,HIGH
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,time_1,OCCURS_DURING,[unspecified],LOW
176,The average annual rate of change between two periods was computed by a slightly modified formula us...,time_2,OCCURS_DURING,[unspecified],LOW
177,The most prominent example of this is pasture expansion which is tightly linked to soy expansion and...,pasture_expansion,CAUSES,pasture --EXPANDS_TO--> pasture,MEDIUM
178,Using both seedlings provided by APAF and their usual plantlets farmers established combinations of ...,farmers,CAUSES,combinations,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,local_informants,CAUSES,identification,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,environmental_factors,CAUSES,early_herd_arrival,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,changes,AFFECTS,rainfall,MEDIUM
179,The principal environmental factors causing early herd arrival were identified by local informants a...,changes,AFFECTS,land_cover,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,changes,AFFECTS,savanna,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,changes,AFFECTS,fire_regimes,MEDIUM
179,The principal environmental factors causing early herd arrival were identified by local informants a...,changes,AFFECTS,pasture_species_composition,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,key_parts,LOCATED_IN,agro_pastoral_landscape,HIGH
179,The principal environmental factors causing early herd arrival were identified by local informants a...,agro_pastoral_landscape,LOCATED_IN,landscape,HIGH
182,Finally five of the six Congo basin countries that contain almost all of the continent s humid fores...,six | COUNTRIES,LOCATED_IN,Congo,HIGH
182,Finally five of the six Congo basin countries that contain almost all of the continent s humid fores...,political_economy,AFFECTS,> forest_cover,MEDIUM
183,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of t...,anthropogenic_activities,CAUSES,desertification_patterns,HIGH
183,Anthropogenic activities such as agricultural reclamation and overgrazing may be primary driver of t...,desertification_patterns,AFFECTS,these_regions,MEDIUM
184,Human activities have degraded about 85% of Ghana s Guinea Forest Region,human_activities,CAUSES,deforestation,HIGH
184,Human activities have degraded about 85% of Ghana s Guinea Forest Region,deforestation,DECREASES_BY,85% --OF--> forest,HIGH
184,Human activities have degraded about 85% of Ghana s Guinea Forest Region,Ghana,LOCATED_IN,> Guinea Forest Region,MEDIUM
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforest...,deforestation,CAUSES,forest_loss,HIGH
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforest...,forest_loss,INCREASES_BY,dense_canopy,MEDIUM
185,This strategy coupled with the regeneration of logged forest and the maturity of tree crops deforest...,increase,OCCURS_DURING,13year_period,HIGH
186,Field monitoring of matric potentials did not indicate downward flow at 10 m depth for the millet si...,transition,OCCURS_DURING,5 years ago,HIGH
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 y...,cultivation_cycles,OCCURS_DURING,10_years_under_millet,HIGH
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 y...,cultivation_cycles,OCCURS_DURING,5_years_of_fallow,HIGH
187,Actually present day cultivation cycles in southwestern Niger could be considered to consist of 10 y...,southwestern_Niger,LOCATED_IN,Niger,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,expansion,CAUSES,detection,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,water bodies,LOCATED_IN,Tain District,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,Ghana,LOCATED_IN,Tain District,MEDIUM
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,Bui dam,CAUSES,expansion,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,Ghana,LOCATED_IN,Ghana,TAUTOLOGY
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,construction,CAUSES,expansion,HIGH
188,and Hausermann confirm that the expansion of water bodies we detected in the Tain District see Figur...,hydro power generation,ENABLES,expansion,MEDIUM
189,The annual rate i.e. 0.8% of water bodies loss per year was higher in 2000 2013 i.e. the postdrought...,1975_2000_era,OCCURS_DURING,drought_era,HIGH
189,The annual rate i.e. 0.8% of water bodies loss per year was higher in 2000 2013 i.e. the postdrought...,2000_2013_era,OCCURS_DURING,postdrought_era,HIGH
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies a...,changes,OCCURS_DURING,1975-to-2013,HIGH
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies a...,loss,CAUSES,water_bodies --CHANGE_TO-- other_vegetation,MEDIUM
190,2020 The major LULC changes in LCB from 1975 to 2013 stated by were the transition of water bodies a...,urban_area,INCREASES_BY,,MEDIUM
191,Specifically in countries such as the Ivory Coast Ghana and Eastern regions of Tanzania and Mozambiq...,"Ivory Coast, Ghana, Tanzania, Mozambique",LOCATED_IN,countries,HIGH
192,c Proportions of persistence and change trajectories along the rainfall gradient show steep increase...,human_dominated_land_cover,INCREASES_BY,> fewerest_natural_land_cover,MEDIUM
192,c Proportions of persistence and change trajectories along the rainfall gradient show steep increase...,recent_2000_2013,OCCURS_DURING,> earlier_1975_2000,HIGH
193,The increase of crop and bared areas can be explained by the exponential growth of the human populat...,human_population_growth,CAUSES,increase_in_crop_areas,HIGH
193,The increase of crop and bared areas can be explained by the exponential growth of the human populat...,human_population_growth,CAUSES,increase_in_bared_areas,HIGH
