sentence_id,sentence,source,relationship,target,confidence
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [[land use]] change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}]",access_to_land_resources,CAUSES,trajectory_of_land_use,MEDIUM
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [[land use]] change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}]",trajectory_of_land_use,OCCURS_DURING,unspecified_time_period,LOW
71,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [[land use]] change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}]",land_use,LOCATED_IN,location,LOW
72,"P6: From my perspective, the [[land use]] aspect that is degrading the land is including the fire … P7: But that aspect where people don\'t want to plant [tree]s is because of the bush fires",fire,CAUSES,land_degradation,HIGH
72,"P6: From my perspective, the [[land use]] aspect that is degrading the land is including the fire … P7: But that aspect where people don\'t want to plant [tree]s is because of the bush fires",bush_fires,AFFECTS,reforestation,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",high_land_use_intensity,AFFECTS,low_fire_frequency,HIGH
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",protected_areas,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",gravelly_soils,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",hardpan_complexes,LOCATED_IN,areas_with_high_fire_frequency,MEDIUM
73,"As quoted by the higher the [[land use]] intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",high_fire_frequency,LOCATED_IN,protected_areas,HIGH
75,"As expected, plant species statistically linked with frequent fire landscape units are typical of sudanian [savanna]: many are endemic to the sudanian area, many are perennial [grasses] ethe constituent life form of sudanian savannas , some are woody species typical of sudanian woodlands e",savanna,LOCATED_IN,sudanian area,HIGH
76,"The interrelations between [savanna] fire regimes and vegetation dynamics are indeed complex; they are conditioned by various climatic, biotic and anthropogenic factors involving different feedbacks and they are still not well understood either in their ecological or in their human dimensions .'}, {'ref': [{'@type': 'bibr', '@target': '#b9', '#text': '(Chuvieco et al., 2008;'}, {'@type': 'bibr', '@target': '#b54', '#text': 'Lentile et al., 2006;'}, {'@type': 'bibr', '@target': '#b56', '#text': 'Mayaux et al., 2003'}, {'@type': 'bibr', '@target': '#b57', '#text': 'Mayaux et al., , 2007) )'}, {'@type': 'bibr', '@target': '#b48', '#text': '(Justice et al., 2006)'}, {'@type': 'bibr', '@target': '#b13', '#text': '(De Klerk, 2008)'}, {'@type': 'bibr', '@target': '#b49', '#text': '(Justice et al., 2002)'}, {'@type': 'bibr', '@target': '#b37', '#text': 'Giglio (2005)'}],",savanna_fire_regimes,AFFECTS,vegetation_dynamics,HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associated with an increase in the extent of eroded land (from 7 to 16%) at the expense of the [savanna]",increase (in cultivated land),INCREASES_BY,9% (to 16%),HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associated with an increase in the extent of eroded land (from 7 to 16%) at the expense of the [savanna]",increase (in extent of eroded land),INCREASES_BY,9% (from 7% to 16%),HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associated with an increase in the extent of eroded land (from 7 to 16%) at the expense of the [savanna]",savanna,LOCATED_IN,Sahelian catchment in Niger,HIGH
77,"In a small Sahelian catchment in Niger, the increase in cultivated land from 1950 to 1998 was associated with an increase in the extent of eroded land (from 7 to 16%) at the expense of the [savanna]",increase (in extent of eroded land),CAUSES,decrease (in savanna),MEDIUM
78,New settlements caused an initial decrease of the vegetation due to [[land use]] change (bushland to fields),new_settlements,CAUSES,change,HIGH
78,New settlements caused an initial decrease of the vegetation due to [[land use]] change (bushland to fields),change,CHANGE_TO,bushland,MEDIUM
78,New settlements caused an initial decrease of the vegetation due to [[land use]] change (bushland to fields),change,CHANGE_TO,fields,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",road,INCREASES_BY,population,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",population,CAUSES,agricultural_expansion,MEDIUM
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",agricultural_expansion,ENABLES,deforestation,HIGH
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",deforestation,OCCURS_DURING,tropical,MEDIUM
79,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",Boala,LOCATED_IN,tropical,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",deforestation,CAUSES,forest_loss,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",grassland,DECREASES_BY,11%,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",woodlands,DECREASES_BY,17%,HIGH
80,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",northern_region_of_Ghana,LOCATED_IN,Ghana,HIGH
81,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,agriculture,INCREASES_BY,significant amount,HIGH
81,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,agriculture,CAUSES,deforestation,MEDIUM
82,The capacity of some of these so-called dry [forest] species to colonize unburnt areas has also been demonstrated; thus some wooded areas may be recent,forest,LOCATED_IN,wooded areas,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",expansion,CAUSES,into native savanna,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",expansion,CHANGE_TO,cropland,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",abandonment,CAUSES,caused by,MEDIUM
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",civil war in Sudan,CAUSES,abandonment,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",abandonment,CHANGE_TO,agricultural land,HIGH
83,"However, conflicting hypotheses have been reported: on the one hand an expansion (into native [savanna]) and intensification (fertilizer) of cropland [cultivation], and on the other hand [agricultural land] abandonment, caused by, e.g., the civil war in Sudan may both contribute to the observed positive trends",conflicting hypotheses,OCCURS_DURING,,LOW
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,sustainable_practices,CAUSES,increase_in_woody_vegetation,MEDIUM
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,decrease_in_woody_vegetation,CAUSES,erosion,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,erosion,AFFECTS,soil,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,decrease_in_woody_vegetation,CAUSES,decrease,HIGH
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,non_woody_vegetation,ENABLES,urbanization,MEDIUM
84,National and local management policies are currently addressing the decrease in woody vegetation and related soil [erosion] by encouraging more sustainable practices such as [tree] planting on marginal land or the adoption of FMNR,built_up_area,LOCATED_IN,location,MEDIUM
85,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy soils on the dune,decrease,CAUSES,concentration,HIGH
86,The decrease in rainfall has been associated with a concentration of the [cultivation] of the sandy soils on the dune,decrease,CAUSES,concentration,HIGH
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",(A) human_activity,CAUSES,disturbance,HIGH
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",disturbance,AFFECTS,croplands,MEDIUM
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",disturbance,AFFECTS,forest,MEDIUM
87,"Disturbance on different [[land use]] types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use] change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use] type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [[land use]] dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3',",disturbance,AFFECTS,grasslands,MEDIUM
